stock,date,action
VTR,4/2/2014,sell
WY,4/2/2014,sell
ZBH,4/2/2014,sell
ABC,4/3/2014,buy
TECH,4/3/2014,buy
KMX,4/3/2014,buy
DG,4/3/2014,buy
FBHS,4/3/2014,buy
GPS,4/3/2014,buy
GILD,4/3/2014,buy
IEX,4/3/2014,buy
JKHY,4/3/2014,buy
LEN,4/3/2014,buy
MAS,4/3/2014,buy
DHI,4/3/2014,sell
HON,4/3/2014,sell
ROP,4/3/2014,sell
UHS,4/3/2014,sell
XYL,4/3/2014,sell
ABMD,4/4/2014,sell
ABC,4/4/2014,sell
DG,4/4/2014,sell
GPS,4/4/2014,sell
GILD,4/4/2014,sell
JKHY,4/4/2014,sell
MU,4/4/2014,sell
PXD,4/4/2014,sell
CRM,4/4/2014,sell
AJG,4/7/2014,sell
KMX,4/7/2014,sell
CHTR,4/7/2014,sell
CTSH,4/7/2014,sell
HCA,4/7/2014,sell
LEN,4/7/2014,sell
NCLH,4/7/2014,sell
EL,4/8/2014,buy
O,4/8/2014,buy
WAT,4/8/2014,buy
A,4/9/2014,buy
ABC,4/9/2014,buy
HON,4/9/2014,buy
PXD,4/9/2014,buy
EL,4/9/2014,sell
O,4/9/2014,sell
IQV,4/10/2014,buy
A,4/10/2014,sell
ABC,4/10/2014,sell
BIO,4/10/2014,sell
XRAY,4/10/2014,sell
HON,4/10/2014,sell
MAS,4/10/2014,sell
MTD,4/10/2014,sell
NWSA,4/10/2014,sell
PXD,4/10/2014,sell
PRU,4/10/2014,sell
UAL,4/10/2014,sell
ALGN,4/11/2014,sell
CERN,4/11/2014,sell
IEX,4/11/2014,sell
LNC,4/11/2014,sell
MS,4/11/2014,sell
NWS,4/11/2014,sell
WST,4/11/2014,sell
PVH,4/14/2014,sell
TMUS,4/14/2014,sell
MHK,4/15/2014,buy
SLB,4/15/2014,sell
ABT,4/16/2014,buy
ACN,4/16/2014,buy
GOOGL,4/16/2014,buy
FFIV,4/16/2014,buy
FB,4/16/2014,buy
ICE,4/16/2014,buy
MA,4/16/2014,buy
PNR,4/16/2014,buy
CRM,4/16/2014,buy
SWK,4/16/2014,buy
TT,4/16/2014,buy
WMB,4/16/2014,buy
SRE,4/16/2014,sell
WHR,4/16/2014,sell
ADBE,4/17/2014,buy
ALGN,4/17/2014,buy
AME,4/17/2014,buy
AIZ,4/17/2014,buy
ADSK,4/17/2014,buy
BKNG,4/17/2014,buy
DXC,4/17/2014,buy
EFX,4/17/2014,buy
EXPE,4/17/2014,buy
FDX,4/17/2014,buy
FLT,4/17/2014,buy
GILD,4/17/2014,buy
HON,4/17/2014,buy
IEX,4/17/2014,buy
JKHY,4/17/2014,buy
LIN,4/17/2014,buy
MPC,4/17/2014,buy
MU,4/17/2014,buy
NWL,4/17/2014,buy
NLSN,4/17/2014,buy
NKE,4/17/2014,buy
OMC,4/17/2014,buy
PTC,4/17/2014,buy
REGN,4/17/2014,buy
SPGI,4/17/2014,buy
SBAC,4/17/2014,buy
SEE,4/17/2014,buy
V,4/17/2014,buy
WST,4/17/2014,buy
ABT,4/17/2014,sell
ACN,4/17/2014,sell
ICE,4/17/2014,sell
PNR,4/17/2014,sell
SWK,4/17/2014,sell
TT,4/17/2014,sell
WMB,4/17/2014,sell
A,4/21/2014,buy
AON,4/21/2014,buy
ADP,4/21/2014,buy
BIIB,4/21/2014,buy
BMY,4/21/2014,buy
CERN,4/21/2014,buy
SCHW,4/21/2014,buy
CTSH,4/21/2014,buy
EBAY,4/21/2014,buy
ECL,4/21/2014,buy
BEN,4/21/2014,buy
JCI,4/21/2014,buy
LMT,4/21/2014,buy
MAS,4/21/2014,buy
MCK,4/21/2014,buy
MNST,4/21/2014,buy
MS,4/21/2014,buy
NOC,4/21/2014,buy
ORLY,4/21/2014,buy
RHI,4/21/2014,buy
TMO,4/21/2014,buy
AME,4/21/2014,sell
AIZ,4/21/2014,sell
EFX,4/21/2014,sell
FDX,4/21/2014,sell
GPC,4/21/2014,sell
GILD,4/21/2014,sell
IEX,4/21/2014,sell
JKHY,4/21/2014,sell
LIN,4/21/2014,sell
MPC,4/21/2014,sell
NWL,4/21/2014,sell
NLSN,4/21/2014,sell
NKE,4/21/2014,sell
OMC,4/21/2014,sell
SPGI,4/21/2014,sell
SEE,4/21/2014,sell
WST,4/21/2014,sell
AAP,4/22/2014,buy
AAPL,4/22/2014,buy
CAH,4/22/2014,buy
CCL,4/22/2014,buy
CNC,4/22/2014,buy
ETN,4/22/2014,buy
ENPH,4/22/2014,buy
IT,4/22/2014,buy
ILMN,4/22/2014,buy
INCY,4/22/2014,buy
JNPR,4/22/2014,buy
LHX,4/22/2014,buy
LVS,4/22/2014,buy
LYV,4/22/2014,buy
MCO,4/22/2014,buy
MSCI,4/22/2014,buy
NWSA,4/22/2014,buy
PRU,4/22/2014,buy
TROW,4/22/2014,buy
TDY,4/22/2014,buy
TDG,4/22/2014,buy
UAL,4/22/2014,buy
VTRS,4/22/2014,buy
A,4/22/2014,sell
BMY,4/22/2014,sell
ECL,4/22/2014,sell
JCI,4/22/2014,sell
LMT,4/22/2014,sell
MCK,4/22/2014,sell
MS,4/22/2014,sell
NOC,4/22/2014,sell
RHI,4/22/2014,sell
TMO,4/22/2014,sell
ABBV,4/23/2014,buy
APD,4/23/2014,buy
AAL,4/23/2014,buy
AZO,4/23/2014,buy
BIO,4/23/2014,buy
CBOE,4/23/2014,buy
CTAS,4/23/2014,buy
FMC,4/23/2014,buy
FTNT,4/23/2014,buy
LNC,4/23/2014,buy
LMT,4/23/2014,buy
MMC,4/23/2014,buy
MTCH,4/23/2014,buy
MET,4/23/2014,buy
MGM,4/23/2014,buy
TSLA,4/23/2014,buy
HIG,4/23/2014,buy
DIS,4/23/2014,buy
UAA,4/23/2014,buy
VFC,4/23/2014,buy
WAB,4/23/2014,buy
AAPL,4/23/2014,sell
CAH,4/23/2014,sell
CCL,4/23/2014,sell
CERN,4/23/2014,sell
ETN,4/23/2014,sell
HOLX,4/23/2014,sell
JNPR,4/23/2014,sell
LHX,4/23/2014,sell
LVS,4/23/2014,sell
MCO,4/23/2014,sell
MSCI,4/23/2014,sell
NWSA,4/23/2014,sell
PRU,4/23/2014,sell
TROW,4/23/2014,sell
TDG,4/23/2014,sell
AXP,4/24/2014,buy
CDNS,4/24/2014,buy
DHR,4/24/2014,buy
DRI,4/24/2014,buy
HCA,4/24/2014,buy
IDXX,4/24/2014,buy
LRCX,4/24/2014,buy
LEN,4/24/2014,buy
MPWR,4/24/2014,buy
PFE,4/24/2014,buy
PHM,4/24/2014,buy
ROP,4/24/2014,buy
TTWO,4/24/2014,buy
UHS,4/24/2014,buy
VMC,4/24/2014,buy
WYNN,4/24/2014,buy
XYL,4/24/2014,buy
ZBRA,4/24/2014,buy
ZBH,4/24/2014,buy
ABBV,4/24/2014,sell
CTAS,4/24/2014,sell
FMC,4/24/2014,sell
LNC,4/24/2014,sell
LMT,4/24/2014,sell
MMC,4/24/2014,sell
MTCH,4/24/2014,sell
MET,4/24/2014,sell
HIG,4/24/2014,sell
DIS,4/24/2014,sell
VFC,4/24/2014,sell
INTU,4/25/2014,buy
PFG,4/25/2014,buy
GOOGL,4/25/2014,sell
AXP,4/25/2014,sell
DHR,4/25/2014,sell
EXPE,4/25/2014,sell
HCA,4/25/2014,sell
LEN,4/25/2014,sell
MAS,4/25/2014,sell
MA,4/25/2014,sell
MPWR,4/25/2014,sell
PPL,4/25/2014,sell
PHM,4/25/2014,sell
UAA,4/25/2014,sell
UAL,4/25/2014,sell
VRSN,4/25/2014,sell
VMC,4/25/2014,sell
WYNN,4/25/2014,sell
XYL,4/25/2014,sell
DHR,4/28/2014,buy
BKNG,4/28/2014,sell
SCHW,4/28/2014,sell
FFIV,4/28/2014,sell
FBHS,4/28/2014,sell
INTU,4/28/2014,sell
IQV,4/28/2014,sell
PFG,4/28/2014,sell
REGN,4/28/2014,sell
CRM,4/28/2014,sell
AMP,4/29/2014,buy
PAYX,4/29/2014,buy
PGR,4/29/2014,buy
REGN,4/29/2014,buy
DHR,4/29/2014,sell
IPGP,4/29/2014,sell
J,4/29/2014,sell
WAT,4/29/2014,sell
ATVI,4/30/2014,buy
GOOG,4/30/2014,buy
ABC,4/30/2014,buy
AJG,4/30/2014,buy
FMC,4/30/2014,buy
HLT,4/30/2014,buy
HUM,4/30/2014,buy
MSI,4/30/2014,buy
NOC,4/30/2014,buy
RCL,4/30/2014,buy
TSCO,4/30/2014,buy
AMP,4/30/2014,sell
EBAY,4/30/2014,sell
PAYX,4/30/2014,sell
PGR,4/30/2014,sell
AKAM,5/1/2014,buy
ALLE,5/1/2014,buy
GOOGL,5/1/2014,buy
EXPE,5/1/2014,buy
TMUS,5/1/2014,buy
DIS,5/1/2014,buy
VMC,5/1/2014,buy
WYNN,5/1/2014,buy
ABC,5/1/2014,sell
AJG,5/1/2014,sell
FMC,5/1/2014,sell
HLT,5/1/2014,sell
HUM,5/1/2014,sell
MSI,5/1/2014,sell
NOC,5/1/2014,sell
RCL,5/1/2014,sell
TSCO,5/1/2014,sell
BKNG,5/2/2014,buy
CF,5/2/2014,buy
XRAY,5/2/2014,buy
DFS,5/2/2014,buy
DISH,5/2/2014,buy
GPN,5/2/2014,buy
JPM,5/2/2014,buy
JNPR,5/2/2014,buy
NTRS,5/2/2014,buy
NVR,5/2/2014,buy
POOL,5/2/2014,buy
PHM,5/2/2014,buy
TFX,5/2/2014,buy
TDG,5/2/2014,buy
ALLE,5/2/2014,sell
DIS,5/2/2014,sell
VMC,5/2/2014,sell
WYNN,5/2/2014,sell
CMG,5/5/2014,buy
KEY,5/5/2014,buy
MDT,5/5/2014,buy
PKG,5/5/2014,buy
RF,5/5/2014,buy
SPGI,5/5/2014,buy
VIAC,5/5/2014,buy
ATVI,5/5/2014,sell
AMT,5/5/2014,sell
CF,5/5/2014,sell
XRAY,5/5/2014,sell
DFS,5/5/2014,sell
GPN,5/5/2014,sell
NTRS,5/5/2014,sell
POOL,5/5/2014,sell
PHM,5/5/2014,sell
TFX,5/5/2014,sell
TDG,5/5/2014,sell
BDX,5/6/2014,buy
SYK,5/6/2014,buy
ADBE,5/6/2014,sell
EXPE,5/6/2014,sell
MDT,5/6/2014,sell
PKG,5/6/2014,sell
RF,5/6/2014,sell
SPGI,5/6/2014,sell
VIAC,5/6/2014,sell
MSCI,5/7/2014,buy
PKI,5/7/2014,buy
POOL,5/7/2014,buy
HSY,5/7/2014,buy
TMO,5/7/2014,buy
UNH,5/7/2014,buy
AAP,5/7/2014,sell
ALGN,5/7/2014,sell
AWK,5/7/2014,sell
BLL,5/7/2014,sell
BDX,5/7/2014,sell
DISCA,5/7/2014,sell
DXC,5/7/2014,sell
EA,5/7/2014,sell
MDLZ,5/7/2014,sell
SYK,5/7/2014,sell
AMAT,5/8/2014,buy
BBWI,5/8/2014,buy
CSX,5/8/2014,buy
DHR,5/8/2014,buy
FITB,5/8/2014,buy
HBAN,5/8/2014,buy
MET,5/8/2014,buy
NSC,5/8/2014,buy
PNR,5/8/2014,buy
VIAC,5/8/2014,buy
BKNG,5/8/2014,sell
MSCI,5/8/2014,sell
PKI,5/8/2014,sell
POOL,5/8/2014,sell
TSLA,5/8/2014,sell
HSY,5/8/2014,sell
UNH,5/8/2014,sell
DXC,5/9/2014,buy
JCI,5/9/2014,buy
PBCT,5/9/2014,buy
POOL,5/9/2014,buy
TJX,5/9/2014,buy
TFC,5/9/2014,buy
ZION,5/9/2014,buy
AMAT,5/9/2014,sell
BBWI,5/9/2014,sell
CSX,5/9/2014,sell
DHR,5/9/2014,sell
HBAN,5/9/2014,sell
MET,5/9/2014,sell
NSC,5/9/2014,sell
PNR,5/9/2014,sell
VIAC,5/9/2014,sell
ALGN,5/12/2014,buy
AVY,5/12/2014,buy
CRL,5/12/2014,buy
SCHW,5/12/2014,buy
CMA,5/12/2014,buy
ECL,5/12/2014,buy
FRC,5/12/2014,buy
OMC,5/12/2014,buy
PHM,5/12/2014,buy
UAA,5/12/2014,buy
UAL,5/12/2014,buy
WAT,5/12/2014,buy
WYNN,5/12/2014,buy
CI,5/12/2014,sell
DXC,5/12/2014,sell
JCI,5/12/2014,sell
PBCT,5/12/2014,sell
POOL,5/12/2014,sell
SBAC,5/12/2014,sell
TJX,5/12/2014,sell
TFC,5/12/2014,sell
ZION,5/12/2014,sell
BKNG,5/13/2014,buy
CF,5/13/2014,buy
EXPE,5/13/2014,buy
FFIV,5/13/2014,buy
IQV,5/13/2014,buy
KLAC,5/13/2014,buy
MTCH,5/13/2014,buy
NWL,5/13/2014,buy
DGX,5/13/2014,buy
AVY,5/13/2014,sell
SCHW,5/13/2014,sell
CMA,5/13/2014,sell
ECL,5/13/2014,sell
FRC,5/13/2014,sell
OMC,5/13/2014,sell
PHM,5/13/2014,sell
UHS,5/13/2014,sell
WYNN,5/13/2014,sell
ADBE,5/14/2014,buy
CAH,5/14/2014,buy
ETN,5/14/2014,buy
MS,5/14/2014,buy
RCL,5/14/2014,buy
CF,5/14/2014,sell
EXPE,5/14/2014,sell
NWL,5/14/2014,sell
DGX,5/14/2014,sell
TTWO,5/14/2014,sell
STX,5/15/2014,buy
CBOE,5/15/2014,sell
RJF,5/15/2014,sell
RCL,5/15/2014,sell
ADI,5/16/2014,buy
ROK,5/16/2014,buy
WDC,5/16/2014,buy
DRI,5/16/2014,sell
ALLE,5/19/2014,buy
DPZ,5/19/2014,buy
FRC,5/19/2014,buy
TSN,5/19/2014,buy
ADI,5/19/2014,sell
ROK,5/19/2014,sell
WDC,5/19/2014,sell
TSLA,5/20/2014,buy
ALLE,5/20/2014,sell
DPZ,5/20/2014,sell
FRC,5/20/2014,sell
TMO,5/20/2014,sell
TSN,5/20/2014,sell
CHD,5/21/2014,buy
FMC,5/21/2014,buy
BWA,5/22/2014,buy
DVA,5/22/2014,buy
DLTR,5/22/2014,buy
LEN,5/22/2014,buy
PAYC,5/22/2014,buy
PBCT,5/22/2014,buy
POOL,5/22/2014,buy
TXN,5/22/2014,buy
CHD,5/22/2014,sell
FMC,5/22/2014,sell
IPG,5/22/2014,sell
AVY,5/23/2014,buy
MLM,5/23/2014,buy
MRK,5/23/2014,buy
MCHP,5/23/2014,buy
NDAQ,5/23/2014,buy
NWL,5/23/2014,buy
NVDA,5/23/2014,buy
PCAR,5/23/2014,buy
PNR,5/23/2014,buy
PNC,5/23/2014,buy
PRU,5/23/2014,buy
RF,5/23/2014,buy
BWA,5/23/2014,sell
LEN,5/23/2014,sell
PBCT,5/23/2014,sell
POOL,5/23/2014,sell
TXN,5/23/2014,sell
CBOE,5/27/2014,buy
CNP,5/27/2014,buy
CMA,5/27/2014,buy
EMN,5/27/2014,buy
FAST,5/27/2014,buy
GPC,5/27/2014,buy
ICE,5/27/2014,buy
LVS,5/27/2014,buy
MET,5/27/2014,buy
PAYX,5/27/2014,buy
PWR,5/27/2014,buy
RJF,5/27/2014,buy
TROW,5/27/2014,buy
TSN,5/27/2014,buy
VMC,5/27/2014,buy
CBRE,5/27/2014,sell
RE,5/27/2014,sell
MLM,5/27/2014,sell
MRK,5/27/2014,sell
MCHP,5/27/2014,sell
NDAQ,5/27/2014,sell
NWL,5/27/2014,sell
NVDA,5/27/2014,sell
PCAR,5/27/2014,sell
PNR,5/27/2014,sell
PNC,5/27/2014,sell
PRU,5/27/2014,sell
DRI,5/28/2014,buy
FE,5/28/2014,buy
HII,5/28/2014,buy
TTWO,5/28/2014,buy
CBOE,5/28/2014,sell
CNP,5/28/2014,sell
CMA,5/28/2014,sell
FAST,5/28/2014,sell
GPC,5/28/2014,sell
ICE,5/28/2014,sell
LVS,5/28/2014,sell
MET,5/28/2014,sell
PAYX,5/28/2014,sell
RJF,5/28/2014,sell
TROW,5/28/2014,sell
TSN,5/28/2014,sell
VMC,5/28/2014,sell
AEE,5/29/2014,buy
NOC,5/29/2014,buy
RTX,5/29/2014,buy
HIG,5/29/2014,buy
DRI,5/29/2014,sell
FE,5/29/2014,sell
HII,5/29/2014,sell
AES,5/30/2014,buy
PEG,5/30/2014,buy
SO,5/30/2014,buy
TXT,5/30/2014,buy
XEL,5/30/2014,buy
NOC,5/30/2014,sell
PEP,5/30/2014,sell
RTX,5/30/2014,sell
HIG,5/30/2014,sell
SCHW,6/2/2014,buy
D,6/2/2014,buy
EIX,6/2/2014,buy
LNC,6/2/2014,buy
NWSA,6/2/2014,buy
WEC,6/2/2014,buy
AES,6/2/2014,sell
BR,6/2/2014,sell
PEG,6/2/2014,sell
SO,6/2/2014,sell
XEL,6/2/2014,sell
ED,6/3/2014,buy
DTE,6/3/2014,buy
ES,6/3/2014,buy
NWS,6/3/2014,buy
ALB,6/3/2014,sell
SCHW,6/3/2014,sell
D,6/3/2014,sell
EIX,6/3/2014,sell
LNC,6/3/2014,sell
NWSA,6/3/2014,sell
SCHW,6/4/2014,buy
DG,6/4/2014,buy
DUK,6/4/2014,buy
WMT,6/4/2014,buy
AIG,6/4/2014,sell
DTE,6/4/2014,sell
NWS,6/4/2014,sell
DE,6/5/2014,buy
POOL,6/5/2014,buy
SCHW,6/5/2014,sell
DG,6/5/2014,sell
DUK,6/5/2014,sell
WMT,6/5/2014,sell
YUM,6/5/2014,sell
BA,6/6/2014,sell
COF,6/6/2014,sell
DE,6/6/2014,sell
MTB,6/6/2014,sell
POOL,6/6/2014,sell
TEL,6/6/2014,sell
HAS,6/11/2014,buy
LOW,6/12/2014,sell
MU,6/13/2014,sell
UAA,6/13/2014,sell
DUK,6/16/2014,buy
TSLA,6/16/2014,sell
NUE,6/17/2014,buy
DUK,6/17/2014,sell
RSG,6/17/2014,sell
D,6/18/2014,buy
EW,6/18/2014,buy
LVS,6/18/2014,buy
MPC,6/18/2014,buy
PNW,6/18/2014,buy
ADBE,6/18/2014,sell
NUE,6/18/2014,sell
T,6/19/2014,buy
CF,6/19/2014,buy
DE,6/19/2014,buy
PG,6/19/2014,buy
VLO,6/19/2014,buy
D,6/19/2014,sell
LVS,6/19/2014,sell
MPC,6/19/2014,sell
PNW,6/19/2014,sell
T,6/20/2014,sell
CF,6/20/2014,sell
DE,6/20/2014,sell
PG,6/20/2014,sell
ROP,6/20/2014,sell
VLO,6/20/2014,sell
VTR,6/24/2014,buy
WMT,6/24/2014,buy
IDXX,6/24/2014,sell
BXP,6/25/2014,buy
LOW,6/25/2014,buy
WYNN,6/25/2014,buy
VTR,6/25/2014,sell
WMT,6/25/2014,sell
CCI,6/26/2014,buy
DPZ,6/26/2014,buy
TSN,6/26/2014,buy
LOW,6/26/2014,sell
WYNN,6/26/2014,sell
DE,6/27/2014,buy
POOL,6/27/2014,buy
DPZ,6/27/2014,sell
KLAC,6/27/2014,sell
SHW,6/27/2014,sell
TSN,6/27/2014,sell
PEAK,6/30/2014,buy
DE,6/30/2014,sell
POOL,6/30/2014,sell
ALK,7/1/2014,buy
CF,7/1/2014,buy
PEAK,7/1/2014,sell
IQV,7/1/2014,sell
STX,7/1/2014,sell
TTWO,7/1/2014,sell
MA,7/2/2014,buy
WMT,7/2/2014,buy
ALK,7/2/2014,sell
CF,7/2/2014,sell
WAB,7/2/2014,sell
DE,7/3/2014,buy
NUE,7/3/2014,buy
PG,7/3/2014,buy
WMT,7/3/2014,sell
DE,7/7/2014,sell
NUE,7/7/2014,sell
PG,7/7/2014,sell
CVS,7/8/2014,buy
MA,7/8/2014,sell
TXT,7/8/2014,sell
GIS,7/9/2014,buy
PEAK,7/9/2014,buy
K,7/9/2014,buy
BAX,7/9/2014,sell
COO,7/9/2014,sell
LUMN,7/10/2014,buy
NVDA,7/10/2014,buy
BIO,7/10/2014,sell
GIS,7/10/2014,sell
PEAK,7/10/2014,sell
K,7/10/2014,sell
MHK,7/10/2014,sell
WELL,7/11/2014,buy
LUMN,7/11/2014,sell
PAYC,7/11/2014,sell
BA,7/14/2014,buy
C,7/14/2014,buy
JBHT,7/14/2014,buy
NOC,7/14/2014,buy
GNRC,7/14/2014,sell
AIZ,7/15/2014,buy
EL,7/15/2014,buy
LMT,7/15/2014,buy
NUE,7/15/2014,buy
TXT,7/15/2014,buy
BA,7/15/2014,sell
C,7/15/2014,sell
JBHT,7/15/2014,sell
NOC,7/15/2014,sell
CF,7/16/2014,buy
PNR,7/16/2014,buy
AIZ,7/16/2014,sell
EL,7/16/2014,sell
LMT,7/16/2014,sell
NUE,7/16/2014,sell
BSX,7/17/2014,sell
CF,7/17/2014,sell
PNR,7/17/2014,sell
BA,7/18/2014,buy
CINF,7/18/2014,buy
AMD,7/18/2014,sell
GOOG,7/18/2014,sell
FISV,7/18/2014,sell
HII,7/21/2014,buy
PSX,7/21/2014,buy
BA,7/21/2014,sell
CINF,7/21/2014,sell
FB,7/21/2014,sell
AOS,7/22/2014,buy
AIZ,7/22/2014,buy
CMG,7/22/2014,sell
ENPH,7/22/2014,sell
HII,7/22/2014,sell
DAL,7/23/2014,buy
ORCL,7/23/2014,buy
RMD,7/23/2014,buy
WYNN,7/23/2014,buy
AOS,7/23/2014,sell
APD,7/23/2014,sell
AIZ,7/23/2014,sell
AZO,7/23/2014,sell
JNPR,7/23/2014,sell
ACN,7/24/2014,buy
NCLH,7/24/2014,buy
ODFL,7/24/2014,buy
PM,7/24/2014,buy
WBA,7/24/2014,buy
DAL,7/24/2014,sell
IP,7/24/2014,sell
RMD,7/24/2014,sell
SWK,7/25/2014,buy
VLO,7/25/2014,buy
ZION,7/25/2014,buy
ACN,7/25/2014,sell
CCI,7/25/2014,sell
NVDA,7/25/2014,sell
PM,7/25/2014,sell
WBA,7/25/2014,sell
ROP,7/28/2014,buy
VLO,7/28/2014,sell
ZION,7/28/2014,sell
XRAY,7/29/2014,buy
GPS,7/29/2014,buy
IPGP,7/29/2014,buy
ODFL,7/29/2014,sell
ROP,7/29/2014,sell
LVS,7/30/2014,buy
LEG,7/30/2014,buy
MAS,7/30/2014,buy
ODFL,7/30/2014,buy
CRM,7/30/2014,buy
VFC,7/30/2014,buy
WFC,7/30/2014,buy
AFL,7/30/2014,sell
XRAY,7/30/2014,sell
EMN,7/30/2014,sell
FLT,7/30/2014,sell
GPS,7/30/2014,sell
MGM,7/30/2014,sell
ETN,7/31/2014,sell
LVS,7/31/2014,sell
LEG,7/31/2014,sell
ODFL,7/31/2014,sell
TDY,7/31/2014,sell
TXT,7/31/2014,sell
VFC,7/31/2014,sell
WFC,7/31/2014,sell
HAS,8/1/2014,sell
ALL,8/4/2014,buy
AZO,8/4/2014,buy
BBWI,8/4/2014,buy
PKG,8/4/2014,buy
AMD,8/5/2014,buy
LEG,8/5/2014,buy
SEE,8/5/2014,buy
ALL,8/5/2014,sell
BBWI,8/5/2014,sell
CRL,8/5/2014,sell
ES,8/5/2014,sell
PKG,8/5/2014,sell
PFE,8/5/2014,sell
WAT,8/5/2014,sell
WEC,8/5/2014,sell
CHD,8/6/2014,buy
PG,8/6/2014,buy
CTSH,8/6/2014,sell
EW,8/6/2014,sell
LEG,8/6/2014,sell
NCLH,8/6/2014,sell
HII,8/7/2014,buy
VFC,8/7/2014,buy
CHD,8/7/2014,sell
PG,8/7/2014,sell
WYNN,8/7/2014,sell
AOS,8/8/2014,buy
AME,8/8/2014,buy
DHR,8/8/2014,buy
ITW,8/8/2014,buy
NVDA,8/8/2014,buy
PKG,8/8/2014,buy
RMD,8/8/2014,buy
VIAC,8/8/2014,buy
HII,8/8/2014,sell
VFC,8/8/2014,sell
AAP,8/11/2014,buy
MO,8/11/2014,buy
APTV,8/11/2014,buy
GRMN,8/11/2014,buy
GE,8/11/2014,buy
GIS,8/11/2014,buy
K,8/11/2014,buy
TAP,8/11/2014,buy
OXY,8/11/2014,buy
PM,8/11/2014,buy
SYY,8/11/2014,buy
TDY,8/11/2014,buy
TXT,8/11/2014,buy
WRB,8/11/2014,buy
XYL,8/11/2014,buy
AOS,8/11/2014,sell
BKNG,8/11/2014,sell
DHR,8/11/2014,sell
ITW,8/11/2014,sell
PKG,8/11/2014,sell
RMD,8/11/2014,sell
VIAC,8/11/2014,sell
VTRS,8/11/2014,sell
CAT,8/12/2014,buy
EL,8/12/2014,buy
RE,8/12/2014,buy
EXR,8/12/2014,buy
HRL,8/12/2014,buy
SJM,8/12/2014,buy
MCHP,8/12/2014,buy
REG,8/12/2014,buy
TER,8/12/2014,buy
TRV,8/12/2014,buy
WY,8/12/2014,buy
MO,8/12/2014,sell
GRMN,8/12/2014,sell
GE,8/12/2014,sell
GIS,8/12/2014,sell
K,8/12/2014,sell
TAP,8/12/2014,sell
PM,8/12/2014,sell
SYY,8/12/2014,sell
WRB,8/12/2014,sell
XYL,8/12/2014,sell
ABBV,8/13/2014,buy
AIG,8/13/2014,buy
AWK,8/13/2014,buy
AJG,8/13/2014,buy
AIZ,8/13/2014,buy
ATO,8/13/2014,buy
AVGO,8/13/2014,buy
CDW,8/13/2014,buy
CE,8/13/2014,buy
CB,8/13/2014,buy
CMS,8/13/2014,buy
DAL,8/13/2014,buy
XRAY,8/13/2014,buy
DPZ,8/13/2014,buy
DOV,8/13/2014,buy
DTE,8/13/2014,buy
EIX,8/13/2014,buy
EA,8/13/2014,buy
GPC,8/13/2014,buy
IDXX,8/13/2014,buy
JNJ,8/13/2014,buy
LHX,8/13/2014,buy
LIN,8/13/2014,buy
MMC,8/13/2014,buy
MDT,8/13/2014,buy
MRK,8/13/2014,buy
NEE,8/13/2014,buy
NLSN,8/13/2014,buy
PAYX,8/13/2014,buy
PPL,8/13/2014,buy
O,8/13/2014,buy
SRE,8/13/2014,buy
STE,8/13/2014,buy
SYK,8/13/2014,buy
SNPS,8/13/2014,buy
TXN,8/13/2014,buy
HIG,8/13/2014,buy
TT,8/13/2014,buy
UNP,8/13/2014,buy
VTR,8/13/2014,buy
VNO,8/13/2014,buy
AAP,8/13/2014,sell
RE,8/13/2014,sell
EXR,8/13/2014,sell
HRL,8/13/2014,sell
MCHP,8/13/2014,sell
TER,8/13/2014,sell
TRV,8/13/2014,sell
WY,8/13/2014,sell
MMM,8/14/2014,buy
ACN,8/14/2014,buy
ALK,8/14/2014,buy
ALLE,8/14/2014,buy
AMZN,8/14/2014,buy
BDX,8/14/2014,buy
CNP,8/14/2014,buy
KO,8/14/2014,buy
GLW,8/14/2014,buy
D,8/14/2014,buy
ETR,8/14/2014,buy
EVRG,8/14/2014,buy
ES,8/14/2014,buy
GPN,8/14/2014,buy
GL,8/14/2014,buy
IEX,8/14/2014,buy
JCI,8/14/2014,buy
KIM,8/14/2014,buy
MA,8/14/2014,buy
MET,8/14/2014,buy
NI,8/14/2014,buy
NSC,8/14/2014,buy
NXPI,8/14/2014,buy
OMC,8/14/2014,buy
OKE,8/14/2014,buy
PBCT,8/14/2014,buy
PNC,8/14/2014,buy
PRU,8/14/2014,buy
ABBV,8/14/2014,sell
AIG,8/14/2014,sell
AWK,8/14/2014,sell
AJG,8/14/2014,sell
AIZ,8/14/2014,sell
ATO,8/14/2014,sell
AVGO,8/14/2014,sell
CDW,8/14/2014,sell
CE,8/14/2014,sell
CB,8/14/2014,sell
CMS,8/14/2014,sell
DAL,8/14/2014,sell
XRAY,8/14/2014,sell
DPZ,8/14/2014,sell
DOV,8/14/2014,sell
DTE,8/14/2014,sell
EIX,8/14/2014,sell
GPC,8/14/2014,sell
JNJ,8/14/2014,sell
LHX,8/14/2014,sell
LIN,8/14/2014,sell
MMC,8/14/2014,sell
MDT,8/14/2014,sell
MRK,8/14/2014,sell
NEE,8/14/2014,sell
NLSN,8/14/2014,sell
PAYX,8/14/2014,sell
PPL,8/14/2014,sell
O,8/14/2014,sell
SRE,8/14/2014,sell
STE,8/14/2014,sell
SYK,8/14/2014,sell
TXN,8/14/2014,sell
HIG,8/14/2014,sell
TT,8/14/2014,sell
UNP,8/14/2014,sell
