stock,date,action
MKC,5/5/2016,buy
O,5/5/2016,buy
UDR,5/5/2016,buy
LNT,5/5/2016,sell
AEP,5/5/2016,sell
AVB,5/5/2016,sell
EXR,5/5/2016,sell
EQR,5/6/2016,buy
PSA,5/6/2016,buy
ALL,5/6/2016,sell
CI,5/6/2016,sell
HUM,5/6/2016,sell
MKC,5/6/2016,sell
O,5/6/2016,sell
UDR,5/6/2016,sell
NDAQ,5/9/2016,buy
PGR,5/9/2016,buy
VZ,5/9/2016,buy
EQR,5/9/2016,sell
PSA,5/9/2016,sell
CCL,5/10/2016,buy
CDW,5/10/2016,buy
KMB,5/10/2016,buy
NKE,5/10/2016,buy
PAYX,5/10/2016,buy
TRV,5/10/2016,buy
NDAQ,5/10/2016,sell
PGR,5/10/2016,sell
FE,5/11/2016,buy
SO,5/11/2016,buy
TTWO,5/11/2016,buy
CCL,5/11/2016,sell
KMB,5/11/2016,sell
NKE,5/11/2016,sell
PAYX,5/11/2016,sell
TRV,5/11/2016,sell
CBOE,5/12/2016,buy
MSFT,5/12/2016,buy
FE,5/12/2016,sell
SO,5/12/2016,sell
NLSN,5/13/2016,buy
RMD,5/13/2016,buy
MSFT,5/13/2016,sell
GLW,5/16/2016,buy
RE,5/16/2016,buy
ROP,5/16/2016,buy
CHRW,5/17/2016,buy
CBOE,5/17/2016,sell
GLW,5/17/2016,sell
RE,5/17/2016,sell
ROP,5/17/2016,sell
DPZ,5/18/2016,buy
CHRW,5/18/2016,sell
CSCO,5/19/2016,buy
DPZ,5/19/2016,sell
ADI,5/20/2016,buy
AVGO,5/20/2016,buy
CTLT,5/20/2016,buy
MCHP,5/20/2016,buy
MPWR,5/20/2016,buy
PBCT,5/20/2016,buy
HIG,5/20/2016,buy
WMT,5/20/2016,buy
CSCO,5/20/2016,sell
APH,5/23/2016,buy
BBY,5/23/2016,buy
EXPD,5/23/2016,buy
GNRC,5/23/2016,buy
HPE,5/23/2016,buy
KLAC,5/23/2016,buy
MRK,5/23/2016,buy
NDAQ,5/23/2016,buy
PGR,5/23/2016,buy
TRMB,5/23/2016,buy
ADI,5/23/2016,sell
AVGO,5/23/2016,sell
MCHP,5/23/2016,sell
PBCT,5/23/2016,sell
HIG,5/23/2016,sell
ANSS,5/24/2016,buy
COF,5/24/2016,buy
DHI,5/24/2016,buy
IQV,5/24/2016,buy
KMB,5/24/2016,buy
LDOS,5/24/2016,buy
MCO,5/24/2016,buy
PAYX,5/24/2016,buy
LUV,5/24/2016,buy
VRSK,5/24/2016,buy
WYNN,5/24/2016,buy
APH,5/24/2016,sell
BBY,5/24/2016,sell
EXPD,5/24/2016,sell
HPE,5/24/2016,sell
KLAC,5/24/2016,sell
MPWR,5/24/2016,sell
PGR,5/24/2016,sell
ADP,5/25/2016,buy
DG,5/25/2016,buy
FDX,5/25/2016,buy
GRMN,5/25/2016,buy
GE,5/25/2016,buy
GM,5/25/2016,buy
ORCL,5/25/2016,buy
PHM,5/25/2016,buy
SLB,5/25/2016,buy
TPR,5/25/2016,buy
UPS,5/25/2016,buy
WU,5/25/2016,buy
WHR,5/25/2016,buy
COF,5/25/2016,sell
DHI,5/25/2016,sell
DXC,5/25/2016,sell
KMB,5/25/2016,sell
LDOS,5/25/2016,sell
PAYX,5/25/2016,sell
LUV,5/25/2016,sell
WYNN,5/25/2016,sell
BBY,5/26/2016,buy
CAT,5/26/2016,buy
COST,5/26/2016,buy
DLTR,5/26/2016,buy
FAST,5/26/2016,buy
GPC,5/26/2016,buy
NUE,5/26/2016,buy
PPG,5/26/2016,buy
HSY,5/26/2016,buy
TJX,5/26/2016,buy
VRSN,5/26/2016,buy
ADP,5/26/2016,sell
DG,5/26/2016,sell
GRMN,5/26/2016,sell
GE,5/26/2016,sell
GM,5/26/2016,sell
ORCL,5/26/2016,sell
SLB,5/26/2016,sell
TPR,5/26/2016,sell
UPS,5/26/2016,sell
WU,5/26/2016,sell
WHR,5/26/2016,sell
AEE,5/27/2016,buy
ADSK,5/27/2016,buy
BKNG,5/27/2016,buy
ETN,5/27/2016,buy
EMR,5/27/2016,buy
EQR,5/27/2016,buy
FLT,5/27/2016,buy
JBHT,5/27/2016,buy
RTX,5/27/2016,buy
COST,5/27/2016,sell
FAST,5/27/2016,sell
GPC,5/27/2016,sell
MCO,5/27/2016,sell
NUE,5/27/2016,sell
HSY,5/27/2016,sell
TJX,5/27/2016,sell
AES,5/31/2016,buy
BLL,5/31/2016,buy
ETR,5/31/2016,buy
SO,5/31/2016,buy
UDR,5/31/2016,buy
UNP,5/31/2016,buy
VIAC,5/31/2016,buy
GWW,5/31/2016,buy
AEE,5/31/2016,sell
ETN,5/31/2016,sell
EMR,5/31/2016,sell
FLT,5/31/2016,sell
JBHT,5/31/2016,sell
RTX,5/31/2016,sell
TRMB,5/31/2016,sell
APD,6/1/2016,buy
DUK,6/1/2016,buy
KIM,6/1/2016,buy
MSI,6/1/2016,buy
PSA,6/1/2016,buy
SPG,6/1/2016,buy
BLL,6/1/2016,sell
ETR,6/1/2016,sell
SO,6/1/2016,sell
UNP,6/1/2016,sell
VIAC,6/1/2016,sell
GWW,6/1/2016,sell
ES,6/2/2016,buy
EXC,6/2/2016,buy
FRT,6/2/2016,buy
HCA,6/2/2016,buy
PCAR,6/2/2016,buy
O,6/2/2016,buy
SEE,6/2/2016,buy
APD,6/2/2016,sell
DUK,6/2/2016,sell
KIM,6/2/2016,sell
PSA,6/2/2016,sell
SPG,6/2/2016,sell
K,6/3/2016,buy
PEP,6/3/2016,buy
PEG,6/3/2016,buy
STE,6/3/2016,buy
CTLT,6/3/2016,sell
CCI,6/3/2016,sell
EQR,6/3/2016,sell
EXC,6/3/2016,sell
FRT,6/3/2016,sell
HCA,6/3/2016,sell
PCAR,6/3/2016,sell
O,6/3/2016,sell
SEE,6/3/2016,sell
UDR,6/3/2016,sell
BXP,6/6/2016,buy
EW,6/6/2016,buy
LIN,6/6/2016,buy
K,6/6/2016,sell
PEP,6/6/2016,sell
PEG,6/6/2016,sell
BA,6/7/2016,buy
EMN,6/7/2016,buy
LIN,6/7/2016,sell
BA,6/8/2016,sell
EMN,6/8/2016,sell
MDT,6/8/2016,sell
TMUS,6/8/2016,sell
NSC,6/9/2016,buy
ROP,6/9/2016,buy
BBY,6/9/2016,sell
CBOE,6/10/2016,buy
MCD,6/10/2016,buy
ROP,6/10/2016,sell
ANSS,6/13/2016,sell
XRAY,6/13/2016,sell
STE,6/13/2016,sell
STZ,6/15/2016,buy
VIAC,6/16/2016,buy
ORCL,6/17/2016,buy
IQV,6/17/2016,sell
VIAC,6/17/2016,sell
F,6/20/2016,buy
FCX,6/20/2016,buy
TPR,6/20/2016,buy
TSN,6/20/2016,buy
ORCL,6/20/2016,sell
OMC,6/21/2016,buy
CBOE,6/21/2016,sell
F,6/21/2016,sell
TPR,6/21/2016,sell
TSN,6/21/2016,sell
CTSH,6/22/2016,buy
OMC,6/22/2016,sell
BLK,6/23/2016,buy
EMN,6/23/2016,buy
EXPE,6/23/2016,buy
FAST,6/23/2016,buy
HD,6/23/2016,buy
KSU,6/23/2016,buy
MSFT,6/23/2016,buy
PCAR,6/23/2016,buy
PBCT,6/23/2016,buy
PSX,6/23/2016,buy
PRU,6/23/2016,buy
HIG,6/23/2016,buy
GWW,6/23/2016,buy
WU,6/23/2016,buy
BKNG,6/23/2016,sell
CTSH,6/23/2016,sell
ADSK,6/24/2016,sell
BLK,6/24/2016,sell
CDW,6/24/2016,sell
EMN,6/24/2016,sell
EW,6/24/2016,sell
EXPE,6/24/2016,sell
FAST,6/24/2016,sell
FDX,6/24/2016,sell
HD,6/24/2016,sell
KSU,6/24/2016,sell
MSFT,6/24/2016,sell
MSI,6/24/2016,sell
PCAR,6/24/2016,sell
PBCT,6/24/2016,sell
PSX,6/24/2016,sell
PRU,6/24/2016,sell
HIG,6/24/2016,sell
GWW,6/24/2016,sell
WU,6/24/2016,sell
EXR,6/27/2016,buy
PEG,6/27/2016,buy
PSA,6/27/2016,buy
GOOG,6/27/2016,sell
FCX,6/27/2016,sell
NSC,6/27/2016,sell
PPG,6/27/2016,sell
SBUX,6/27/2016,sell
VRSN,6/27/2016,sell
VRSK,6/27/2016,sell
TSCO,6/28/2016,buy
EXR,6/28/2016,sell
PEG,6/28/2016,sell
PSA,6/28/2016,sell
CHRW,6/29/2016,buy
HD,6/29/2016,buy
PGR,6/29/2016,buy
SBUX,6/29/2016,buy
TSCO,6/29/2016,sell
ABBV,6/30/2016,buy
DVA,6/30/2016,buy
JBHT,6/30/2016,buy
KSU,6/30/2016,buy
MSFT,6/30/2016,buy
MSCI,6/30/2016,buy
SHW,6/30/2016,buy
SNA,6/30/2016,buy
STE,6/30/2016,buy
TROW,6/30/2016,buy
VRSN,6/30/2016,buy
VIAC,6/30/2016,buy
GWW,6/30/2016,buy
WY,6/30/2016,buy
AES,6/30/2016,sell
CHRW,6/30/2016,sell
CMS,6/30/2016,sell
PGR,6/30/2016,sell
SBUX,6/30/2016,sell
AJG,7/1/2016,buy
EW,7/1/2016,buy
FAST,7/1/2016,buy
FBHS,7/1/2016,buy
FCX,7/1/2016,buy
GD,7/1/2016,buy
HES,7/1/2016,buy
INFO,7/1/2016,buy
LDOS,7/1/2016,buy
LIN,7/1/2016,buy
MAS,7/1/2016,buy
MDLZ,7/1/2016,buy
NSC,7/1/2016,buy
NRG,7/1/2016,buy
HIG,7/1/2016,buy
WU,7/1/2016,buy
ZTS,7/1/2016,buy
ABBV,7/1/2016,sell
MSFT,7/1/2016,sell
SNA,7/1/2016,sell
TROW,7/1/2016,sell
VIAC,7/1/2016,sell
GWW,7/1/2016,sell
WY,7/1/2016,sell
AJG,7/5/2016,sell
FAST,7/5/2016,sell
FBHS,7/5/2016,sell
GD,7/5/2016,sell
HES,7/5/2016,sell
KSU,7/5/2016,sell
LDOS,7/5/2016,sell
LIN,7/5/2016,sell
MAS,7/5/2016,sell
NSC,7/5/2016,sell
WU,7/5/2016,sell
BIO,7/6/2016,buy
ITW,7/6/2016,buy
ICE,7/6/2016,buy
IFF,7/6/2016,buy
PWR,7/6/2016,buy
TMO,7/6/2016,buy
WLTW,7/6/2016,buy
SHW,7/6/2016,sell
EMR,7/7/2016,buy
OMC,7/7/2016,buy
PKI,7/7/2016,buy
SPGI,7/7/2016,buy
TT,7/7/2016,buy
ITW,7/7/2016,sell
ICE,7/7/2016,sell
IFF,7/7/2016,sell
ADBE,7/8/2016,buy
APD,7/8/2016,buy
ADI,7/8/2016,buy
BLK,7/8/2016,buy
BKNG,7/8/2016,buy
CE,7/8/2016,buy
CMA,7/8/2016,buy
CSX,7/8/2016,buy
CMI,7/8/2016,buy
ETN,7/8/2016,buy
FDX,7/8/2016,buy
FRC,7/8/2016,buy
FTNT,7/8/2016,buy
GPN,7/8/2016,buy
HCA,7/8/2016,buy
JPM,7/8/2016,buy
LYV,7/8/2016,buy
LKQ,7/8/2016,buy
MTD,7/8/2016,buy
MHK,7/8/2016,buy
MCO,7/8/2016,buy
PH,7/8/2016,buy
PNR,7/8/2016,buy
PPG,7/8/2016,buy
SEE,7/8/2016,buy
TER,7/8/2016,buy
TSCO,7/8/2016,buy
WHR,7/8/2016,buy
XLNX,7/8/2016,buy
ATVI,7/8/2016,sell
EMR,7/8/2016,sell
JBHT,7/8/2016,sell
NVR,7/8/2016,sell
OMC,7/8/2016,sell
PKI,7/8/2016,sell
PG,7/8/2016,sell
RMD,7/8/2016,sell
SPGI,7/8/2016,sell
TMO,7/8/2016,sell
TT,7/8/2016,sell
ACN,7/11/2016,buy
AMCR,7/11/2016,buy
ANET,7/11/2016,buy
BLL,7/11/2016,buy
CDW,7/11/2016,buy
CTXS,7/11/2016,buy
IT,7/11/2016,buy
HAS,7/11/2016,buy
IEX,7/11/2016,buy
IPG,7/11/2016,buy
MTB,7/11/2016,buy
PXD,7/11/2016,buy
QCOM,7/11/2016,buy
ROK,7/11/2016,buy
CRM,7/11/2016,buy
TXT,7/11/2016,buy
V,7/11/2016,buy
ABMD,7/11/2016,sell
APD,7/11/2016,sell
ADI,7/11/2016,sell
BLK,7/11/2016,sell
CE,7/11/2016,sell
CMA,7/11/2016,sell
CMI,7/11/2016,sell
ETN,7/11/2016,sell
JPM,7/11/2016,sell
PNR,7/11/2016,sell
PPG,7/11/2016,sell
SEE,7/11/2016,sell
TSCO,7/11/2016,sell
WHR,7/11/2016,sell
XLNX,7/11/2016,sell
APH,7/12/2016,buy
BK,7/12/2016,buy
FITB,7/12/2016,buy
FMC,7/12/2016,buy
HES,7/12/2016,buy
NOW,7/12/2016,buy
TFC,7/12/2016,buy
URI,7/12/2016,buy
WRK,7/12/2016,buy
ACN,7/12/2016,sell
BLL,7/12/2016,sell
CDW,7/12/2016,sell
CSX,7/12/2016,sell
FDX,7/12/2016,sell
FRC,7/12/2016,sell
HAS,7/12/2016,sell
IPG,7/12/2016,sell
MTB,7/12/2016,sell
MSCI,7/12/2016,sell
ROK,7/12/2016,sell
TTWO,7/12/2016,sell
V,7/12/2016,sell
DE,7/13/2016,buy
DD,7/13/2016,buy
WYNN,7/13/2016,buy
APH,7/13/2016,sell
BK,7/13/2016,sell
FITB,7/13/2016,sell
HES,7/13/2016,sell
TFC,7/13/2016,sell
WRK,7/13/2016,sell
MGM,7/14/2016,buy
TRMB,7/14/2016,buy
DE,7/14/2016,sell
DD,7/14/2016,sell
KEYS,7/18/2016,buy
IEX,7/20/2016,sell
PHM,7/21/2016,sell
BLL,7/22/2016,buy
HUM,7/22/2016,buy
PPL,7/22/2016,buy
QCOM,7/22/2016,sell
PPL,7/25/2016,sell
CAT,7/26/2016,sell
EW,7/27/2016,sell
NRG,7/27/2016,sell
LYV,7/29/2016,sell
HIG,7/29/2016,sell
TAP,8/1/2016,buy
BIO,8/1/2016,sell
BXP,8/1/2016,sell
HCA,8/1/2016,sell
NDAQ,8/1/2016,sell
CVS,8/2/2016,buy
GNRC,8/2/2016,sell
TXT,8/2/2016,sell
ACN,8/3/2016,buy
HAS,8/3/2016,buy
CVS,8/3/2016,sell
EOG,8/4/2016,buy
ACN,8/4/2016,sell
HAS,8/4/2016,sell
MDLZ,8/4/2016,sell
PH,8/4/2016,sell
CTRA,8/5/2016,buy
FANG,8/5/2016,buy
FTV,8/5/2016,buy
MTB,8/5/2016,buy
GWW,8/5/2016,buy
EOG,8/5/2016,sell
MRK,8/5/2016,sell
STE,8/5/2016,sell
WLTW,8/5/2016,sell
HAL,8/8/2016,buy
BLL,8/8/2016,sell
CTRA,8/8/2016,sell
MTB,8/8/2016,sell
GWW,8/8/2016,sell
MRO,8/9/2016,buy
OKE,8/9/2016,buy
DVA,8/9/2016,sell
HAL,8/9/2016,sell
CLX,8/10/2016,buy
AIZ,8/11/2016,buy
CE,8/11/2016,buy
OMC,8/11/2016,buy
VFC,8/11/2016,buy
CLX,8/11/2016,sell
PXD,8/11/2016,sell
IPG,8/12/2016,buy
UAA,8/12/2016,buy
AIZ,8/12/2016,sell
CE,8/12/2016,sell
OMC,8/12/2016,sell
VFC,8/12/2016,sell
CVX,8/15/2016,buy
GNRC,8/15/2016,buy
HCA,8/15/2016,buy
HON,8/15/2016,buy
LDOS,8/15/2016,buy
NOC,8/15/2016,buy
NVR,8/15/2016,buy
OXY,8/15/2016,buy
IPG,8/15/2016,sell
APA,8/16/2016,buy
XOM,8/16/2016,buy
PM,8/16/2016,buy
CVX,8/16/2016,sell
IT,8/16/2016,sell
HCA,8/16/2016,sell
HON,8/16/2016,sell
LDOS,8/16/2016,sell
NOC,8/16/2016,sell
OXY,8/16/2016,sell
VRSN,8/16/2016,sell
APA,8/17/2016,sell
XOM,8/17/2016,sell
NVR,8/17/2016,sell
PM,8/17/2016,sell
CB,8/18/2016,buy
WLTW,8/18/2016,buy
ACN,8/19/2016,buy
CAG,8/19/2016,buy
MKC,8/19/2016,buy
PPG,8/19/2016,buy
CB,8/19/2016,sell
MCD,8/19/2016,sell
ROST,8/19/2016,sell
WLTW,8/19/2016,sell
CZR,8/22/2016,buy
CNP,8/22/2016,buy
EVRG,8/22/2016,buy
MDLZ,8/22/2016,buy
SRE,8/22/2016,buy
VIAC,8/22/2016,buy
ACN,8/22/2016,sell
CAG,8/22/2016,sell
MKC,8/22/2016,sell
PPG,8/22/2016,sell
ALB,8/23/2016,buy
ADP,8/23/2016,buy
EQIX,8/23/2016,buy
HAS,8/23/2016,buy
IRM,8/23/2016,buy
LEN,8/23/2016,buy
NVR,8/23/2016,buy
SEE,8/23/2016,buy
SBUX,8/23/2016,buy
CNP,8/23/2016,sell
EVRG,8/23/2016,sell
MDLZ,8/23/2016,sell
VIAC,8/23/2016,sell
DHI,8/24/2016,buy
KMB,8/24/2016,buy
QRVO,8/24/2016,buy
VMC,8/24/2016,buy
ALB,8/24/2016,sell
ADP,8/24/2016,sell
EQIX,8/24/2016,sell
HAS,8/24/2016,sell
IRM,8/24/2016,sell
SEE,8/24/2016,sell
SBUX,8/24/2016,sell
DXC,8/25/2016,buy
ETR,8/25/2016,buy
VRSK,8/25/2016,buy
VMC,8/25/2016,sell
XRAY,8/26/2016,buy
FISV,8/26/2016,buy
SYK,8/26/2016,buy
DXC,8/26/2016,sell
ETR,8/26/2016,sell
LEN,8/26/2016,sell
CB,8/29/2016,buy
DXC,8/29/2016,buy
FRT,8/29/2016,buy
GE,8/29/2016,buy
XRAY,8/29/2016,sell
SYK,8/29/2016,sell
HCA,8/30/2016,buy
IPG,8/30/2016,buy
LEN,8/30/2016,buy
SPG,8/30/2016,buy
CB,8/30/2016,sell
DXC,8/30/2016,sell
FRT,8/30/2016,sell
GE,8/30/2016,sell
MCO,8/30/2016,sell
CLX,8/31/2016,buy
CAG,8/31/2016,buy
CCI,8/31/2016,buy
REG,8/31/2016,buy
FCX,8/31/2016,sell
HCA,8/31/2016,sell
IPG,8/31/2016,sell
LEN,8/31/2016,sell
SPG,8/31/2016,sell
WYNN,8/31/2016,sell
MO,9/1/2016,buy
KIM,9/1/2016,buy
KLAC,9/1/2016,buy
CPB,9/1/2016,sell
CLX,9/1/2016,sell
CAG,9/1/2016,sell
CCI,9/1/2016,sell
REG,9/1/2016,sell
CAG,9/2/2016,buy
DLR,9/2/2016,buy
WY,9/2/2016,buy
MO,9/2/2016,sell
KLAC,9/2/2016,sell
CRM,9/2/2016,sell
AMT,9/6/2016,buy
ATO,9/6/2016,buy
AVB,9/6/2016,buy
TECH,9/6/2016,buy
CVX,9/6/2016,buy
EIX,9/6/2016,buy
ETR,9/6/2016,buy
ESS,9/6/2016,buy
EXC,9/6/2016,buy
NEE,9/6/2016,buy
PNW,9/6/2016,buy
SO,9/6/2016,buy
UDR,9/6/2016,buy
WEC,9/6/2016,buy
XEL,9/6/2016,buy
CAG,9/6/2016,sell
DLR,9/6/2016,sell
AAP,9/7/2016,buy
ALB,9/7/2016,buy
LNT,9/7/2016,buy
AEE,9/7/2016,buy
AEP,9/7/2016,buy
AWK,9/7/2016,buy
T,9/7/2016,buy
CMS,9/7/2016,buy
DTE,9/7/2016,buy
EXPE,9/7/2016,buy
HII,9/7/2016,buy
INTU,9/7/2016,buy
JNJ,9/7/2016,buy
LEN,9/7/2016,buy
NI,9/7/2016,buy
NUE,9/7/2016,buy
PYPL,9/7/2016,buy
PFE,9/7/2016,buy
O,9/7/2016,buy
AMT,9/7/2016,sell
ATO,9/7/2016,sell
AVB,9/7/2016,sell
TECH,9/7/2016,sell
CVX,9/7/2016,sell
EIX,9/7/2016,sell
ETR,9/7/2016,sell
ESS,9/7/2016,sell
EXC,9/7/2016,sell
MGM,9/7/2016,sell
NEE,9/7/2016,sell
PNW,9/7/2016,sell
SO,9/7/2016,sell
UDR,9/7/2016,sell
WEC,9/7/2016,sell
XEL,9/7/2016,sell
DUK,9/8/2016,buy
LLY,9/8/2016,buy
LUMN,9/8/2016,buy
PKI,9/8/2016,buy
WYNN,9/8/2016,buy
AAP,9/8/2016,sell
LNT,9/8/2016,sell
AEE,9/8/2016,sell
AEP,9/8/2016,sell
AWK,9/8/2016,sell
T,9/8/2016,sell
CMS,9/8/2016,sell
DTE,9/8/2016,sell
FISV,9/8/2016,sell
INTU,9/8/2016,sell
LEN,9/8/2016,sell
NUE,9/8/2016,sell
OKE,9/8/2016,sell
PFE,9/8/2016,sell
O,9/8/2016,sell
ALB,9/9/2016,sell
DHI,9/9/2016,sell
DUK,9/9/2016,sell
LLY,9/9/2016,sell
FMC,9/9/2016,sell
PKI,9/9/2016,sell
WYNN,9/9/2016,sell
NVR,9/13/2016,sell
WEC,9/14/2016,buy
WY,9/14/2016,sell
DXC,9/15/2016,buy
JBHT,9/15/2016,buy
WEC,9/15/2016,sell
LNT,9/16/2016,buy
AEE,9/16/2016,buy
AEP,9/16/2016,buy
AWK,9/16/2016,buy
ATO,9/16/2016,buy
BAX,9/16/2016,buy
CTLT,9/16/2016,buy
CNC,9/16/2016,buy
CMS,9/16/2016,buy
CMCSA,9/16/2016,buy
DTE,9/16/2016,buy
DUK,9/16/2016,buy
EIX,9/16/2016,buy
FMC,9/16/2016,buy
PNW,9/16/2016,buy
UNH,9/16/2016,buy
XEL,9/16/2016,buy
DXC,9/16/2016,sell
EXPE,9/16/2016,sell
HII,9/16/2016,sell
LUMN,9/16/2016,sell
ETR,9/19/2016,buy
EXC,9/19/2016,buy
NOC,9/19/2016,buy
SYK,9/19/2016,buy
TMO,9/19/2016,buy
LNT,9/19/2016,sell
AEE,9/19/2016,sell
AEP,9/19/2016,sell
AWK,9/19/2016,sell
ATO,9/19/2016,sell
BAX,9/19/2016,sell
CMS,9/19/2016,sell
DTE,9/19/2016,sell
DUK,9/19/2016,sell
EIX,9/19/2016,sell
FMC,9/19/2016,sell
JBHT,9/19/2016,sell
PNW,9/19/2016,sell
UNH,9/19/2016,sell
XEL,9/19/2016,sell
ESS,9/20/2016,buy
HON,9/20/2016,buy
LMT,9/20/2016,buy
PKI,9/20/2016,buy
DGX,9/20/2016,buy
O,9/20/2016,buy
RSG,9/20/2016,buy
FANG,9/20/2016,sell
ETR,9/20/2016,sell
EXC,9/20/2016,sell
NOC,9/20/2016,sell
SYK,9/20/2016,sell
ABT,9/21/2016,buy
T,9/21/2016,buy
ADP,9/21/2016,buy
FISV,9/21/2016,buy
MDT,9/21/2016,buy
NUE,9/21/2016,buy
PEP,9/21/2016,buy
PLD,9/21/2016,buy
ROK,9/21/2016,buy
UDR,9/21/2016,buy
WRB,9/21/2016,buy
WM,9/21/2016,buy
ESS,9/21/2016,sell
HON,9/21/2016,sell
O,9/21/2016,sell
RSG,9/21/2016,sell
MMM,9/22/2016,buy
ABBV,9/22/2016,buy
A,9/22/2016,buy
ALB,9/22/2016,buy
ALL,9/22/2016,buy
BA,9/22/2016,buy
CB,9/22/2016,buy
CL,9/22/2016,buy
CCI,9/22/2016,buy
CMI,9/22/2016,buy
DLR,9/22/2016,buy
DOV,9/22/2016,buy
EMR,9/22/2016,buy
FRT,9/22/2016,buy
GRMN,9/22/2016,buy
GPC,9/22/2016,buy
HCA,9/22/2016,buy
HLT,9/22/2016,buy
INTU,9/22/2016,buy
IRM,9/22/2016,buy
LH,9/22/2016,buy
MAR,9/22/2016,buy
MLM,9/22/2016,buy
NEM,9/22/2016,buy
REG,9/22/2016,buy
SPG,9/22/2016,buy
TJX,9/22/2016,buy
UPS,9/22/2016,buy
VTR,9/22/2016,buy
VNO,9/22/2016,buy
VMC,9/22/2016,buy
WAT,9/22/2016,buy
WY,9/22/2016,buy
YUM,9/22/2016,buy
ZBH,9/22/2016,buy
ABT,9/22/2016,sell
T,9/22/2016,sell
ADP,9/22/2016,sell
MDT,9/22/2016,sell
NUE,9/22/2016,sell
PEP,9/22/2016,sell
PLD,9/22/2016,sell
ROK,9/22/2016,sell
UDR,9/22/2016,sell
WRB,9/22/2016,sell
WM,9/22/2016,sell
ACN,9/23/2016,buy
ADM,9/23/2016,buy
ALLE,9/23/2016,buy
MO,9/23/2016,buy
AMT,9/23/2016,buy
BXP,9/23/2016,buy
DRE,9/23/2016,buy
FFIV,9/23/2016,buy
HAS,9/23/2016,buy
PEAK,9/23/2016,buy
HRL,9/23/2016,buy
J,9/23/2016,buy
MAS,9/23/2016,buy
MDLZ,9/23/2016,buy
NWL,9/23/2016,buy
PCAR,9/23/2016,buy
PNR,9/23/2016,buy
PFE,9/23/2016,buy
SEE,9/23/2016,buy
WELL,9/23/2016,buy
MMM,9/23/2016,sell
ABBV,9/23/2016,sell
ALB,9/23/2016,sell
ALL,9/23/2016,sell
BA,9/23/2016,sell
CB,9/23/2016,sell
CL,9/23/2016,sell
CCI,9/23/2016,sell
CMI,9/23/2016,sell
DLR,9/23/2016,sell
DOV,9/23/2016,sell
EMR,9/23/2016,sell
FRT,9/23/2016,sell
GRMN,9/23/2016,sell
GPC,9/23/2016,sell
HCA,9/23/2016,sell
IRM,9/23/2016,sell
REG,9/23/2016,sell
SPG,9/23/2016,sell
TJX,9/23/2016,sell
UPS,9/23/2016,sell
VTR,9/23/2016,sell
VNO,9/23/2016,sell
WY,9/23/2016,sell
YUM,9/23/2016,sell
PAYX,9/26/2016,buy
TT,9/26/2016,buy
ULTA,9/26/2016,buy
AMT,9/26/2016,sell
BXP,9/26/2016,sell
DRE,9/26/2016,sell
HAS,9/26/2016,sell
PEAK,9/26/2016,sell
HLT,9/26/2016,sell
HRL,9/26/2016,sell
PFE,9/26/2016,sell
SEE,9/26/2016,sell
WELL,9/26/2016,sell
ZBH,9/26/2016,sell
AMD,9/27/2016,buy
BSX,9/27/2016,buy
DHR,9/27/2016,buy
DOV,9/27/2016,buy
ECL,9/27/2016,buy
EQIX,9/27/2016,buy
EXPE,9/27/2016,buy
FIS,9/27/2016,buy
FBHS,9/27/2016,buy
GE,9/27/2016,buy
MKC,9/27/2016,buy
RTX,9/27/2016,buy
SBAC,9/27/2016,buy
VIAC,9/27/2016,buy
NEM,9/27/2016,sell
TT,9/27/2016,sell
ULTA,9/27/2016,sell
CVX,9/28/2016,buy
CB,9/28/2016,buy
XOM,9/28/2016,buy
HAL,9/28/2016,buy
IBM,9/28/2016,buy
JCI,9/28/2016,buy
PFE,9/28/2016,buy
POOL,9/28/2016,buy
PHM,9/28/2016,buy
SLB,9/28/2016,buy
A,9/28/2016,sell
DHR,9/28/2016,sell
DOV,9/28/2016,sell
ECL,9/28/2016,sell
FIS,9/28/2016,sell
FBHS,9/28/2016,sell
GE,9/28/2016,sell
MKC,9/28/2016,sell
PWR,9/28/2016,sell
RTX,9/28/2016,sell
SBAC,9/28/2016,sell
VIAC,9/28/2016,sell
APD,9/29/2016,buy
CAG,9/29/2016,buy
FANG,9/29/2016,buy
ETN,9/29/2016,buy
KSU,9/29/2016,buy
RMD,9/29/2016,buy
CVX,9/29/2016,sell
CB,9/29/2016,sell
XOM,9/29/2016,sell
HAL,9/29/2016,sell
IBM,9/29/2016,sell
JCI,9/29/2016,sell
PFE,9/29/2016,sell
PHM,9/29/2016,sell
SLB,9/29/2016,sell
CB,9/30/2016,buy
DVN,9/30/2016,buy
JBHT,9/30/2016,buy
K,9/30/2016,buy
LIN,9/30/2016,buy
L,9/30/2016,buy
OXY,9/30/2016,buy
RL,9/30/2016,buy
TXT,9/30/2016,buy
GWW,9/30/2016,buy
WU,9/30/2016,buy
APD,9/30/2016,sell
CAG,9/30/2016,sell
KSU,9/30/2016,sell
MLM,9/30/2016,sell
HII,10/3/2016,buy
ODFL,10/3/2016,buy
CNC,10/3/2016,sell
CB,10/3/2016,sell
FANG,10/3/2016,sell
JBHT,10/3/2016,sell
K,10/3/2016,sell
KIM,10/3/2016,sell
LIN,10/3/2016,sell
OXY,10/3/2016,sell
RL,10/3/2016,sell
TXT,10/3/2016,sell
VMC,10/3/2016,sell
