stock,date,action
AAL,2022-03-18,Sell
AAP,2022-03-18,Sell
AAPL,2022-03-18,Sell
ABBV,2022-03-18,Buy
ABC,2022-03-18,Buy
ABMD,2022-03-18,Buy
ABT,2022-03-18,Sell
ACN,2022-03-18,Buy
ADBE,2022-03-18,Sell
ADI,2022-03-18,Buy
ADM,2022-03-18,Buy
ADP,2022-03-18,Buy
ADSK,2022-03-18,Sell
AEE,2022-03-18,Buy
AEP,2022-03-18,Buy
AES,2022-03-18,Buy
AFL,2022-03-18,Buy
AIG,2022-03-18,Buy
AIZ,2022-03-18,Buy
AJG,2022-03-18,Buy
AKAM,2022-03-18,Buy
ALB,2022-03-18,Buy
ALGN,2022-03-18,Buy
ALK,2022-03-18,Sell
ALL,2022-03-18,Buy
ALLE,2022-03-18,Buy
AMAT,2022-03-18,Buy
AMCR,2022-03-18,Sell
AMD,2022-03-18,Buy
AME,2022-03-18,Buy
AMGN,2022-03-18,Sell
AMT,2022-03-18,Buy
AMZN,2022-03-18,Buy
ANET,2022-03-18,Buy
ANSS,2022-03-18,Buy
ANTM,2022-03-18,Buy
AON,2022-03-18,Buy
APA,2022-03-18,Sell
APD,2022-03-18,Sell
APH,2022-03-18,Buy
APTV,2022-03-18,Sell
ARE,2022-03-18,Buy
ATVI,2022-03-18,Buy
AVB,2022-03-18,Buy
AVGO,2022-03-18,Buy
AVY,2022-03-18,Buy
AWK,2022-03-18,Buy
AXP,2022-03-18,Buy
AZO,2022-03-18,Buy
BA,2022-03-18,Sell
BAX,2022-03-18,Buy
BBWI,2022-03-18,Sell
BBY,2022-03-18,Buy
BEN,2022-03-18,Sell
BIIB,2022-03-18,Sell
BLL,2022-03-18,Buy
BSX,2022-03-18,Buy
BXP,2022-03-18,Sell
CARR,2022-03-18,Sell
CAT,2022-03-18,Buy
CB,2022-03-18,Buy
CBOE,2022-03-18,Buy
CBRE,2022-03-18,Buy
CDAY,2022-03-18,Sell
CDNS,2022-03-18,Buy
CDW,2022-03-18,Buy
CERN,2022-03-18,Buy
CHD,2022-03-18,Buy
CHRW,2022-03-18,Buy
CHTR,2022-03-18,Buy
CL,2022-03-18,Sell
CLX,2022-03-18,Sell
CMA,2022-03-18,Buy
CMCSA,2022-03-18,Sell
CME,2022-03-18,Buy
CMG,2022-03-18,Buy
CMI,2022-03-18,Buy
CMS,2022-03-18,Buy
CNP,2022-03-18,Buy
COO,2022-03-18,Buy
COP,2022-03-18,Buy
COST,2022-03-18,Buy
CPB,2022-03-18,Sell
CRM,2022-03-18,Buy
CSCO,2022-03-18,Buy
CSX,2022-03-18,Buy
CTAS,2022-03-18,Buy
CTLT,2022-03-18,Buy
CTRA,2022-03-18,Sell
CTSH,2022-03-18,Buy
CTVA,2022-03-18,Buy
CTXS,2022-03-18,Sell
CVS,2022-03-18,Buy
CVX,2022-03-18,Buy
CZR,2022-03-18,Buy
D,2022-03-18,Buy
DAL,2022-03-18,Sell
DD,2022-03-18,Sell
DE,2022-03-18,Buy
DFS,2022-03-18,Buy
DG,2022-03-18,Buy
DHI,2022-03-18,Buy
DHR,2022-03-18,Buy
DIS,2022-03-18,Sell
DISCA,2022-03-18,Sell
DISCK,2022-03-18,Sell
DISH,2022-03-18,Sell
DLTR,2022-03-18,Buy
DOW,2022-03-18,Sell
DPZ,2022-03-18,Buy
DRI,2022-03-18,Buy
DVN,2022-03-18,Sell
DXC,2022-03-18,Sell
DXCM,2022-03-18,Buy
EA,2022-03-18,Sell
EFX,2022-03-18,Buy
EL,2022-03-18,Buy
EMN,2022-03-18,Buy
EMR,2022-03-18,Buy
ENPH,2022-03-18,Buy
EOG,2022-03-18,Buy
EQIX,2022-03-18,Buy
ESS,2022-03-18,Buy
ETN,2022-03-18,Buy
ETR,2022-03-18,Buy
EXPE,2022-03-18,Buy
EXR,2022-03-18,Buy
F,2022-03-18,Buy
FAST,2022-03-18,Buy
FB,2022-03-18,Sell
FCX,2022-03-18,Buy
FFIV,2022-03-18,Buy
FIS,2022-03-18,Sell
FOXA,2022-03-18,Buy
FRC,2022-03-18,Buy
FRT,2022-03-18,Sell
GE,2022-03-18,Sell
GILD,2022-03-18,Sell
GIS,2022-03-18,Buy
GL,2022-03-18,Buy
GLW,2022-03-18,Buy
GM,2022-03-18,Sell
GNRC,2022-03-18,Buy
GOOG,2022-03-18,Buy
GOOGL,2022-03-18,Buy
GPC,2022-03-18,Buy
GPN,2022-03-18,Sell
GRMN,2022-03-18,Buy
GS,2022-03-18,Buy
GWW,2022-03-18,Buy
HAL,2022-03-18,Sell
HAS,2022-03-18,Sell
HBAN,2022-03-18,Buy
HCA,2022-03-18,Buy
HD,2022-03-18,Buy
HES,2022-03-18,Buy
HIG,2022-03-18,Buy
HII,2022-03-18,Sell
HLT,2022-03-18,Buy
HOLX,2022-03-18,Buy
HPQ,2022-03-18,Buy
HRL,2022-03-18,Buy
HST,2022-03-18,Sell
HSY,2022-03-18,Buy
HUM,2022-03-18,Buy
HWM,2022-03-18,Buy
IBM,2022-03-18,Sell
ICE,2022-03-18,Buy
IEX,2022-03-18,Buy
INCY,2022-03-18,Sell
INTC,2022-03-18,Sell
INTU,2022-03-18,Buy
IP,2022-03-18,Sell
IPGP,2022-03-18,Sell
IR,2022-03-18,Buy
IRM,2022-03-18,Buy
IT,2022-03-18,Buy
ITW,2022-03-18,Buy
IVZ,2022-03-18,Sell
J,2022-03-18,Buy
JBHT,2022-03-18,Buy
JCI,2022-03-18,Buy
JKHY,2022-03-18,Buy
JNPR,2022-03-18,Buy
K,2022-03-18,Sell
KEY,2022-03-18,Buy
KEYS,2022-03-18,Buy
KHC,2022-03-18,Sell
KLAC,2022-03-18,Buy
KMB,2022-03-18,Sell
KMI,2022-03-18,Sell
KMX,2022-03-18,Buy
KR,2022-03-18,Buy
LDOS,2022-03-18,Buy
LEN,2022-03-18,Buy
LH,2022-03-18,Buy
LHX,2022-03-18,Buy
LMT,2022-03-18,Buy
LNC,2022-03-18,Sell
LNT,2022-03-18,Buy
LOW,2022-03-18,Buy
LRCX,2022-03-18,Buy
LUV,2022-03-18,Sell
LVS,2022-03-18,Sell
LW,2022-03-18,Sell
LYB,2022-03-18,Sell
LYV,2022-03-18,Buy
MA,2022-03-18,Buy
MAA,2022-03-18,Buy
MAR,2022-03-18,Buy
MAS,2022-03-18,Buy
MCHP,2022-03-18,Buy
MCK,2022-03-18,Buy
MCO,2022-03-18,Buy
MDLZ,2022-03-18,Buy
MDT,2022-03-18,Sell
MET,2022-03-18,Buy
MGM,2022-03-18,Buy
MHK,2022-03-18,Sell
MKC,2022-03-18,Buy
MKTX,2022-03-18,Sell
MLM,2022-03-18,Buy
MO,2022-03-18,Sell
MOH,2022-03-18,Buy
MOS,2022-03-18,Buy
MRK,2022-03-18,Buy
MS,2022-03-18,Buy
MTCH,2022-03-18,Buy
MTD,2022-03-18,Buy
MU,2022-03-18,Buy
NCLH,2022-03-18,Sell
NDAQ,2022-03-18,Buy
NEE,2022-03-18,Buy
NEM,2022-03-18,Buy
NFLX,2022-03-18,Sell
NI,2022-03-18,Buy
NLOK,2022-03-18,Sell
NLSN,2022-03-18,Sell
NRG,2022-03-18,Sell
NSC,2022-03-18,Buy
NTAP,2022-03-18,Buy
NUE,2022-03-18,Buy
NVDA,2022-03-18,Buy
NVR,2022-03-18,Buy
NWL,2022-03-18,Sell
NWS,2022-03-18,Buy
NWSA,2022-03-18,Buy
O,2022-03-18,Buy
ODFL,2022-03-18,Buy
OGN,2022-03-18,Sell
OKE,2022-03-18,Buy
OMC,2022-03-18,Buy
ORCL,2022-03-18,Buy
ORLY,2022-03-18,Buy
OTIS,2022-03-18,Sell
OXY,2022-03-18,Sell
PAYC,2022-03-18,Buy
PAYX,2022-03-18,Buy
PCAR,2022-03-18,Buy
PEAK,2022-03-18,Sell
PEG,2022-03-18,Buy
PENN,2022-03-18,Buy
PFE,2022-03-18,Buy
PFG,2022-03-18,Buy
PG,2022-03-18,Buy
PGR,2022-03-18,Buy
PH,2022-03-18,Buy
PHM,2022-03-18,Buy
PKG,2022-03-18,Buy
PKI,2022-03-18,Buy
PLD,2022-03-18,Buy
PM,2022-03-18,Sell
PNC,2022-03-18,Buy
PNR,2022-03-18,Buy
PNW,2022-03-18,Sell
POOL,2022-03-18,Buy
PPG,2022-03-18,Sell
PPL,2022-03-18,Sell
PRU,2022-03-18,Buy
PSA,2022-03-18,Buy
PSX,2022-03-18,Sell
PTC,2022-03-18,Buy
PVH,2022-03-18,Sell
PWR,2022-03-18,Buy
PXD,2022-03-18,Buy
PYPL,2022-03-18,Sell
QCOM,2022-03-18,Buy
QRVO,2022-03-18,Buy
RCL,2022-03-18,Sell
RE,2022-03-18,Buy
REG,2022-03-18,Sell
REGN,2022-03-18,Buy
RF,2022-03-18,Buy
RJF,2022-03-18,Buy
RL,2022-03-18,Sell
RMD,2022-03-18,Buy
ROK,2022-03-18,Buy
ROL,2022-03-18,Buy
ROP,2022-03-18,Buy
RSG,2022-03-18,Buy
RTX,2022-03-18,Buy
SBAC,2022-03-18,Buy
SBNY,2022-03-18,Buy
SBUX,2022-03-18,Buy
SEDG,2022-03-18,Buy
SEE,2022-03-18,Buy
SHW,2022-03-18,Buy
SIVB,2022-03-18,Buy
SJM,2022-03-18,Sell
SLB,2022-03-18,Sell
SNA,2022-03-18,Buy
SNPS,2022-03-18,Buy
SPG,2022-03-18,Sell
SPGI,2022-03-18,Buy
SRE,2022-03-18,Buy
STT,2022-03-18,Sell
STZ,2022-03-18,Sell
T,2022-03-18,Sell
TEL,2022-03-18,Buy
TFC,2022-03-18,Buy
TMO,2022-03-18,Buy
TMUS,2022-03-18,Buy
TPR,2022-03-18,Sell
TRMB,2022-03-18,Buy
TROW,2022-03-18,Buy
TSLA,2022-03-18,Buy
TSN,2022-03-18,Buy
TT,2022-03-18,Buy
TXN,2022-03-18,Buy
UA,2022-03-18,Sell
UAA,2022-03-18,Sell
UAL,2022-03-18,Sell
ULTA,2022-03-18,Buy
UNH,2022-03-18,Buy
UNP,2022-03-18,Buy
UPS,2022-03-18,Buy
URI,2022-03-18,Buy
USB,2022-03-18,Buy
V,2022-03-18,Buy
VFC,2022-03-18,Sell
VMC,2022-03-18,Buy
VRSK,2022-03-18,Buy
VRSN,2022-03-18,Buy
VRTX,2022-03-18,Buy
VTR,2022-03-18,Sell
WAB,2022-03-18,Buy
WAT,2022-03-18,Buy
WBA,2022-03-18,Sell
WDC,2022-03-18,Sell
WEC,2022-03-18,Buy
WELL,2022-03-18,Buy
WFC,2022-03-18,Sell
WHR,2022-03-18,Sell
WM,2022-03-18,Buy
WMB,2022-03-18,Sell
WMT,2022-03-18,Buy
WRB,2022-03-18,Buy
WRK,2022-03-18,Sell
WST,2022-03-18,Buy
WTW,2022-03-18,Buy
WY,2022-03-18,Buy
WYNN,2022-03-18,Sell
XEL,2022-03-18,Buy
XRAY,2022-03-18,Sell
XYL,2022-03-18,Buy
YUM,2022-03-18,Buy
ZBH,2022-03-18,Buy
ZBRA,2022-03-18,Buy
ZION,2022-03-18,Buy
A,2022-03-21,Buy
AAP,2022-03-21,Buy
AAPL,2022-03-21,Sell
ABC,2022-03-21,Buy
ABT,2022-03-21,Buy
ACN,2022-03-21,Buy
ADBE,2022-03-21,Buy
ADI,2022-03-21,Buy
ADM,2022-03-21,Buy
ADP,2022-03-21,Buy
ADSK,2022-03-21,Buy
AEP,2022-03-21,Sell
AES,2022-03-21,Buy
AIG,2022-03-21,Sell
AIZ,2022-03-21,Buy
AJG,2022-03-21,Buy
ALB,2022-03-21,Sell
ALGN,2022-03-21,Buy
ALL,2022-03-21,Buy
ALLE,2022-03-21,Buy
AMAT,2022-03-21,Buy
AMCR,2022-03-21,Buy
AMD,2022-03-21,Buy
AME,2022-03-21,Buy
AMGN,2022-03-21,Buy
AMP,2022-03-21,Buy
