date,stock,numberOfShares,action
2014-08-13,EXR,158.0,sell
2014-08-13,HRL,301.0,sell
2014-08-13,MCHP,0.0,sell
2014-08-13,TER,1.0,sell
2014-08-13,TRV,0.0,sell
2014-08-13,WY,0.0,sell
2014-08-14,MMM,56.0,buy
2014-08-14,ACN,94.0,buy
2014-08-14,ALK,158.0,buy
2014-08-14,ALLE,124.0,buy
2014-08-14,AMZN,0.0,buy
2014-08-14,BDX,0.0,buy
2014-08-14,CNP,0.0,buy
2014-08-14,KO,0.0,buy
2014-08-14,GLW,0.0,buy
2014-08-14,D,0.0,buy
2014-08-14,ETR,0.0,buy
2014-08-14,EVRG,0.0,buy
2014-08-14,ES,0.0,buy
2014-08-14,GPN,0.0,buy
2014-08-14,GL,0.0,buy
2014-08-14,IEX,0.0,buy
2014-08-14,JCI,0.0,buy
2014-08-14,KIM,0.0,buy
2014-08-14,MA,0.0,buy
2014-08-14,MET,0.0,buy
2014-08-14,NI,1.0,buy
2014-08-14,NSC,0.0,buy
2014-08-14,NXPI,0.0,buy
2014-08-14,OMC,0.0,buy
2014-08-14,OKE,0.0,buy
2014-08-14,PBCT,0.0,buy
2014-08-14,PNC,0.0,buy
2014-08-14,PRU,0.0,buy
2014-08-14,ABBV,165.0,sell
2014-08-14,AIG,0.0,sell
2014-08-14,AWK,0.0,sell
2014-08-14,AJG,0.0,sell
2014-08-14,AIZ,0.0,sell
2014-08-14,ATO,0.0,sell
2014-08-14,AVGO,0.0,sell
2014-08-14,CDW,0.0,sell
2014-08-14,CE,0.0,sell
2014-08-14,CB,0.0,sell
2014-08-14,CMS,0.0,sell
2014-08-14,DAL,0.0,sell
2014-08-14,XRAY,0.0,sell
2014-08-14,DPZ,0.0,sell
2014-08-14,DOV,0.0,sell
2014-08-14,DTE,0.0,sell
2014-08-14,EIX,0.0,sell
2014-08-14,GPC,0.0,sell
2014-08-14,JNJ,0.0,sell
2014-08-14,LHX,0.0,sell
2014-08-14,LIN,0.0,sell
2014-08-14,MMC,0.0,sell
2014-08-14,MDT,0.0,sell
2014-08-14,MRK,0.0,sell
2014-08-14,NEE,0.0,sell
2014-08-14,NLSN,0.0,sell
2014-08-14,PAYX,0.0,sell
2014-08-14,PPL,0.0,sell
2014-08-14,O,0.0,sell
2014-08-14,SRE,0.0,sell
2014-08-14,STE,0.0,sell
2014-08-14,SYK,0.0,sell
2014-08-14,TXN,0.0,sell
2014-08-14,HIG,0.0,sell
2014-08-14,TT,0.0,sell
2014-08-14,UNP,0.0,sell
2014-08-14,VTR,0.0,sell
2014-08-14,VNO,0.0,sell
2014-08-15,AES,565.0,buy
2014-08-15,A,1.0,buy
2014-08-15,LNT,0.0,buy
2014-08-15,AEP,0.0,buy
2014-08-15,AMAT,1.0,buy
2014-08-15,BWA,0.0,buy
2014-08-15,COF,0.0,buy
2014-08-15,CSX,0.0,buy
2014-08-15,DUK,0.0,buy
2014-08-15,FDX,0.0,buy
2014-08-15,HST,0.0,buy
2014-08-15,PCAR,0.0,buy
2014-08-15,PNW,0.0,buy
2014-08-15,PPG,0.0,buy
2014-08-15,PLD,0.0,buy
2014-08-15,SO,0.0,buy
2014-08-15,TFX,0.0,buy
2014-08-15,XEL,0.0,buy
2014-08-15,MMM,56.0,sell
2014-08-15,ACN,94.0,sell
2014-08-15,ALK,158.0,sell
2014-08-15,BDX,0.0,sell
2014-08-15,CNP,0.0,sell
2014-08-15,KO,0.0,sell
2014-08-15,D,0.0,sell
2014-08-15,ETR,0.0,sell
2014-08-15,EVRG,0.0,sell
2014-08-15,ES,0.0,sell
2014-08-15,GL,0.0,sell
2014-08-15,IEX,0.0,sell
2014-08-15,JCI,0.0,sell
2014-08-15,KIM,0.0,sell
2014-08-15,MET,0.0,sell
2014-08-15,MNST,0.0,sell
2014-08-15,NI,1.0,sell
2014-08-15,NSC,0.0,sell
2014-08-15,OMC,0.0,sell
2014-08-15,OKE,0.0,sell
2014-08-15,PBCT,0.0,sell
2014-08-15,PRU,0.0,sell
2014-08-18,ADBE,91.0,buy
2014-08-18,GOOG,11.0,buy
2014-08-18,AXP,83.0,buy
2014-08-18,BR,4.0,buy
2014-08-18,CI,0.0,buy
2014-08-18,CL,0.0,buy
2014-08-18,CMA,0.0,buy
2014-08-18,DFS,0.0,buy
2014-08-18,XOM,0.0,buy
2014-08-18,HUM,0.0,buy
2014-08-18,IFF,0.0,buy
2014-08-18,LNC,0.0,buy
2014-08-18,MTB,0.0,buy
2014-08-18,MLM,0.0,buy
2014-08-18,MU,0.0,buy
2014-08-18,MSCI,0.0,buy
2014-08-18,PKG,0.0,buy
2014-08-18,PKI,0.0,buy
2014-08-18,SPGI,0.0,buy
2014-08-18,UPS,0.0,buy
2014-08-18,WAT,0.0,buy
2014-08-18,WFC,0.0,buy
2014-08-18,A,1.0,sell
2014-08-18,LNT,0.0,sell
2014-08-18,AEP,0.0,sell
2014-08-18,AMAT,1.0,sell
2014-08-18,CSX,0.0,sell
2014-08-18,DUK,0.0,sell
2014-08-18,HST,0.0,sell
2014-08-18,PNW,0.0,sell
2014-08-18,PPG,0.0,sell
2014-08-18,TFX,0.0,sell
2014-08-18,XEL,0.0,sell
2014-08-19,BBY,2.0,buy
2014-08-19,CBRE,0.0,buy
2014-08-19,FANG,0.0,buy
2014-08-19,LLY,0.0,buy
2014-08-19,MRO,0.0,buy
2014-08-19,MAA,0.0,buy
2014-08-19,MDLZ,0.0,buy
2014-08-19,TTWO,0.0,buy
2014-08-19,TSN,0.0,buy
2014-08-19,UNH,0.0,buy
2014-08-19,VRTX,0.0,buy
2014-08-19,AXP,83.0,sell
2014-08-19,BR,4.0,sell
2014-08-19,CL,0.0,sell
2014-08-19,CMA,0.0,sell
2014-08-19,DFS,0.0,sell
2014-08-19,XOM,0.0,sell
2014-08-19,FFIV,0.0,sell
2014-08-19,HD,0.0,sell
2014-08-19,IFF,0.0,sell
2014-08-19,LNC,0.0,sell
2014-08-19,MTB,0.0,sell
2014-08-19,MLM,0.0,sell
2014-08-19,MSCI,0.0,sell
2014-08-19,PKG,0.0,sell
2014-08-19,SPGI,0.0,sell
2014-08-19,UPS,0.0,sell
2014-08-19,WFC,0.0,sell
2014-08-20,BKR,160.0,buy
2014-08-20,BAX,6.0,buy
2014-08-20,BSX,0.0,buy
2014-08-20,CHTR,0.0,buy
2014-08-20,CVX,0.0,buy
2014-08-20,SLB,0.0,buy
2014-08-20,NOW,0.0,buy
2014-08-20,TGT,0.0,buy
2014-08-20,VTRS,0.0,buy
2014-08-20,VMC,0.0,buy
2014-08-20,BBY,2.0,sell
2014-08-20,LLY,0.0,sell
2014-08-20,IDXX,0.0,sell
2014-08-20,MRO,0.0,sell
2014-08-20,MAA,0.0,sell
2014-08-20,MDLZ,0.0,sell
2014-08-20,TSN,0.0,sell
2014-08-20,UNH,0.0,sell
2014-08-21,DVN,0.0,buy
2014-08-21,DXC,2.0,buy
2014-08-21,EOG,0.0,buy
2014-08-21,IP,0.0,buy
2014-08-21,NWSA,0.0,buy
2014-08-21,NWS,0.0,buy
2014-08-21,BKR,160.0,sell
2014-08-21,BAX,6.0,sell
2014-08-21,CAH,117.0,sell
2014-08-21,FANG,0.0,sell
2014-08-21,HUM,0.0,sell
2014-08-21,PWR,0.0,sell
2014-08-21,SLB,0.0,sell
2014-08-21,TGT,0.0,sell
2014-08-22,BSX,0.0,sell
2014-08-22,DVN,0.0,sell
2014-08-22,DXC,2.0,sell
2014-08-22,IP,0.0,sell
2014-08-22,NWSA,0.0,sell
2014-08-22,NWS,0.0,sell
2014-08-25,COP,100.0,buy
2014-08-25,JKHY,124.0,buy
2014-08-25,PXD,2.0,buy
2014-08-25,AZO,12.0,sell
2014-08-25,MS,114.0,sell
2014-08-26,HAL,107.0,buy
2014-08-26,IP,101.0,buy
2014-08-26,VZ,0.0,buy
2014-08-26,COP,100.0,sell
2014-08-26,JKHY,124.0,sell
2014-08-26,PXD,2.0,sell
2014-08-27,T,288.0,buy
2014-08-27,HAL,107.0,sell
2014-08-27,IP,101.0,sell
2014-08-27,VZ,0.0,sell
2014-08-28,CSCO,331.0,buy
2014-08-28,T,288.0,sell
2014-08-29,BDX,62.0,buy
2014-08-29,BSX,517.0,buy
2014-08-29,CSCO,331.0,sell
2014-08-29,NXPI,0.0,sell
2014-09-02,IDXX,105.0,buy
2014-09-02,BDX,62.0,sell
2014-09-03,BDX,62.0,buy
2014-09-03,TRMB,0.0,sell
2014-09-04,JBHT,52.0,buy
2014-09-04,BDX,62.0,sell
2014-09-04,MTCH,0.0,sell
2014-09-04,UAL,0.0,sell
2014-09-05,BSX,517.0,sell
2014-09-05,IT,0.0,sell
2014-09-05,JBHT,52.0,sell
2014-09-05,SEE,159.0,sell
2014-09-08,HOLX,257.0,buy
2014-09-08,EOG,0.0,sell
2014-09-08,MAS,1.0,sell
2014-09-09,TYL,72.0,buy
2014-09-09,AMZN,0.0,sell
2014-09-09,CMCSA,284.0,sell
2014-09-09,WAT,0.0,sell
2014-09-10,BAX,177.0,buy
2014-09-10,BSX,527.0,buy
2014-09-10,MDLZ,81.0,buy
2014-09-11,PXD,0.0,buy
2014-09-11,BAX,177.0,sell
2014-09-11,MDLZ,81.0,sell
2014-09-12,CBRE,0.0,sell
2014-09-12,PXD,0.0,sell
2014-09-15,GRMN,157.0,buy
2014-09-15,BWA,0.0,sell
2014-09-15,IDXX,105.0,sell
2014-09-15,PKI,0.0,sell
2014-09-16,COP,101.0,buy
2014-09-16,HAL,39.0,buy
2014-09-16,ROK,0.0,buy
2014-09-16,GRMN,157.0,sell
2014-09-17,AXP,82.0,buy
2014-09-17,BKR,1.0,buy
2014-09-17,EOG,0.0,buy
2014-09-17,ADBE,91.0,sell
2014-09-17,COP,101.0,sell
2014-09-17,HAL,39.0,sell
2014-09-17,ROK,0.0,sell
2014-09-18,DVN,111.0,buy
2014-09-18,HAL,113.0,buy
2014-09-18,LHX,30.0,buy
2014-09-18,TT,0.0,buy
2014-09-18,VZ,0.0,buy
2014-09-18,AXP,82.0,sell
2014-09-18,PLD,0.0,sell
2014-09-19,ABMD,259.0,buy
2014-09-19,APD,0.0,buy
2014-09-19,IFF,0.0,buy
2014-09-19,POOL,1.0,buy
2014-09-19,HAL,113.0,sell
2014-09-19,HOLX,257.0,sell
2014-09-19,LHX,30.0,sell
2014-09-19,TT,0.0,sell
2014-09-19,VZ,0.0,sell
2014-09-22,APD,0.0,sell
2014-09-22,ALLE,124.0,sell
2014-09-22,CLX,0.0,sell
2014-09-22,IFF,0.0,sell
2014-09-22,WLTW,0.0,sell
2014-09-23,APTV,3.0,sell
2014-09-23,PCAR,0.0,sell
2014-09-23,TXT,0.0,sell
2014-09-24,CPRT,0.0,sell
2014-09-24,VRTX,0.0,sell
2014-09-25,AMD,1590.0,sell
2014-09-25,BSX,527.0,sell
2014-09-25,CVX,0.0,sell
2014-09-25,FITB,375.0,sell
2014-09-26,EBAY,305.0,buy
2014-09-26,FRC,139.0,buy
2014-09-29,BDX,63.0,buy
2014-09-29,PXD,34.0,buy
2014-09-29,SLB,79.0,buy
2014-09-29,EBAY,305.0,sell
2014-09-29,FRC,139.0,sell
2014-09-29,VTRS,0.0,sell
2014-09-30,CNP,356.0,buy
2014-09-30,DXC,319.0,buy
2014-09-30,EXR,153.0,buy
2014-09-30,SBUX,0.0,buy
2014-09-30,AME,132.0,sell
2014-09-30,AVY,150.0,sell
2014-09-30,BDX,63.0,sell
2014-09-30,CAT,77.0,sell
2014-09-30,EOG,0.0,sell
2014-09-30,ORCL,181.0,sell
2014-09-30,PXD,34.0,sell
2014-10-01,FANG,93.0,buy
2014-10-01,KMI,239.0,buy
2014-10-01,NRG,238.0,buy
2014-10-01,PSA,50.0,buy
2014-10-01,BKR,1.0,sell
2014-10-01,CNP,356.0,sell
2014-10-01,GLW,0.0,sell
2014-10-01,DVN,111.0,sell
2014-10-01,DXC,319.0,sell
2014-10-01,SBUX,0.0,sell
2014-10-01,VMC,0.0,sell
2014-10-02,CMG,9.0,buy
2014-10-02,CMS,269.0,buy
2014-10-02,D,124.0,buy
2014-10-02,EQR,152.0,buy
2014-10-02,CI,0.0,sell
2014-10-02,NRG,238.0,sell
2014-10-02,SLB,79.0,sell
2014-10-03,AAP,49.0,buy
2014-10-03,ARE,107.0,buy
2014-10-03,FRT,50.0,buy
2014-10-03,PPL,3.0,buy
2014-10-03,SBUX,0.0,buy
2014-10-03,UPS,0.0,buy
2014-10-03,VTRS,0.0,buy
2014-10-03,ADSK,0.0,sell
2014-10-03,ADP,108.0,sell
2014-10-03,D,124.0,sell
2014-10-03,EQR,152.0,sell
2014-10-06,ACN,91.0,buy
2014-10-06,AJG,168.0,buy
2014-10-06,AVB,56.0,buy
2014-10-06,BAX,16.0,buy
2014-10-06,DXCM,0.0,buy
2014-10-06,DRE,0.0,buy
2014-10-06,ESS,0.0,buy
2014-10-06,HOLX,0.0,buy
2014-10-06,KIM,0.0,buy
2014-10-06,SPG,0.0,buy
2014-10-06,SYK,0.0,buy
2014-10-06,UDR,0.0,buy
2014-10-06,WEC,0.0,buy
2014-10-06,ARE,107.0,sell
2014-10-06,FRT,50.0,sell
2014-10-06,PPL,3.0,sell
2014-10-06,SBUX,0.0,sell
2014-10-06,UPS,0.0,sell
2014-10-07,LNT,289.0,buy
2014-10-07,AEP,117.0,buy
2014-10-07,AZO,0.0,buy
2014-10-07,EIX,0.0,buy
2014-10-07,RMD,0.0,buy
2014-10-07,TFX,0.0,buy
2014-10-07,TSLA,0.0,buy
2014-10-07,ABMD,259.0,sell
2014-10-07,ACN,91.0,sell
2014-10-07,ALGN,119.0,sell
2014-10-07,AJG,168.0,sell
2014-10-07,AVB,56.0,sell
2014-10-07,DRE,0.0,sell
2014-10-07,ESS,0.0,sell
2014-10-07,KIM,0.0,sell
2014-10-07,MCD,0.0,sell
2014-10-07,NVDA,1433.0,sell
2014-10-07,SPG,0.0,sell
2014-10-07,SYK,0.0,sell
2014-10-07,UDR,0.0,sell
2014-10-07,WEC,0.0,sell
2014-10-08,AMT,77.0,buy
2014-10-08,AWK,149.0,buy
2014-10-08,ATO,157.0,buy
2014-10-08,DLR,133.0,buy
2014-10-08,ESS,43.0,buy
2014-10-08,EVRG,178.0,buy
2014-10-08,HST,0.0,buy
2014-10-08,NEE,0.0,buy
2014-10-08,PNW,0.0,buy
2014-10-08,XEL,0.0,buy
2014-10-08,AES,565.0,sell
2014-10-08,AAL,0.0,sell
2014-10-08,AEP,117.0,sell
2014-10-09,VNO,117.0,buy
2014-10-09,AMT,77.0,sell
2014-10-09,AWK,149.0,sell
2014-10-09,ATO,157.0,sell
2014-10-09,FANG,93.0,sell
2014-10-09,DLR,133.0,sell
2014-10-09,EMR,0.0,sell
2014-10-09,ESS,43.0,sell
2014-10-09,EVRG,178.0,sell
2014-10-09,HST,0.0,sell
2014-10-09,MA,0.0,sell
2014-10-09,NEE,0.0,sell
2014-10-09,OXY,0.0,sell
2014-10-09,PNW,0.0,sell
2014-10-09,XEL,0.0,sell
2014-10-10,GOOG,11.0,sell
2014-10-10,CMG,9.0,sell
2014-10-10,MU,0.0,sell
2014-10-10,TMUS,0.0,sell
2014-10-10,TSLA,0.0,sell
2014-10-10,VNO,117.0,sell
2014-10-13,WY,260.0,buy
2014-10-13,AAP,49.0,sell
2014-10-13,CHTR,0.0,sell
2014-10-13,EL,93.0,sell
2014-10-13,BEN,0.0,sell
2014-10-13,HON,0.0,sell
2014-10-13,KEY,25.0,sell
2014-10-13,KMI,239.0,sell
2014-10-13,PSX,105.0,sell
2014-10-13,RF,0.0,sell
2014-10-13,NOW,0.0,sell
2014-10-14,BAX,16.0,sell
2014-10-14,ED,150.0,sell
2014-10-14,EA,0.0,sell
2014-10-14,RMD,0.0,sell
2014-10-14,WY,260.0,sell
2014-10-15,BLL,211.0,buy
2014-10-16,ALK,159.0,buy
2014-10-16,CHRW,113.0,buy
2014-10-16,JBHT,91.0,buy
2014-10-16,WHR,53.0,buy
2014-10-16,BLL,211.0,sell
2014-10-16,HOLX,0.0,sell
2014-10-17,APD,63.0,buy
2014-10-17,CBRE,220.0,buy
2014-10-17,CRL,104.0,buy
2014-10-17,HST,386.0,buy
2014-10-17,ITW,90.0,buy
2014-10-17,NEE,325.0,buy
2014-10-17,PAYC,388.0,buy
2014-10-17,NOW,105.0,buy
2014-10-17,SNA,60.0,buy
2014-10-17,TXT,176.0,buy
2014-10-17,UNH,81.0,buy
2014-10-17,ALK,159.0,sell
2014-10-17,JBHT,91.0,sell
2014-10-17,REGN,20.0,sell
2014-10-17,WHR,53.0,sell
2014-10-20,AMT,78.0,buy
2014-10-20,CI,72.0,buy
2014-10-20,DAL,198.0,buy
2014-10-20,EFX,95.0,buy
2014-10-20,EQIX,21.0,buy
2014-10-20,HUM,1.0,buy
2014-10-20,IP,0.0,buy
2014-10-20,IQV,0.0,buy
2014-10-20,LEG,0.0,buy
2014-10-20,ROP,0.0,buy
2014-10-20,SHW,0.0,buy
2014-10-20,SBUX,0.0,buy
2014-10-20,UAL,0.0,buy
2014-10-20,UPS,0.0,buy
2014-10-20,URI,0.0,buy
2014-10-20,WMB,0.0,buy
2014-10-20,APD,63.0,sell
2014-10-20,HST,386.0,sell
2014-10-20,ITW,90.0,sell
2014-10-20,NEE,325.0,sell
2014-10-20,SNA,60.0,sell
2014-10-20,UNH,81.0,sell
2014-10-21,MMM,56.0,buy
2014-10-21,ABT,173.0,buy
2014-10-21,ADBE,97.0,buy
2014-10-21,AIG,147.0,buy
2014-10-21,AMGN,54.0,buy
2014-10-21,APH,277.0,buy
2014-10-21,AAPL,0.0,buy
2014-10-21,AMAT,1.0,buy
2014-10-21,AJG,0.0,buy
2014-10-21,AIZ,0.0,buy
2014-10-21,BBY,0.0,buy
2014-10-21,BA,0.0,buy
2014-10-21,BR,0.0,buy
2014-10-21,CDW,0.0,buy
2014-10-21,CHTR,0.0,buy
2014-10-21,CHD,0.0,buy
2014-10-21,CINF,0.0,buy
2014-10-21,CL,0.0,buy
2014-10-21,DG,0.0,buy
2014-10-21,DXC,0.0,buy
2014-10-21,EA,0.0,buy
2014-10-21,ENPH,0.0,buy
2014-10-21,EL,0.0,buy
2014-10-21,RE,0.0,buy
2014-10-21,FB,0.0,buy
2014-10-21,FLT,0.0,buy
2014-10-21,IT,0.0,buy
2014-10-21,GD,0.0,buy
2014-10-21,GE,0.0,buy
2014-10-21,GL,0.0,buy
2014-10-21,HCA,0.0,buy
2014-10-21,HLT,0.0,buy
2014-10-21,HOLX,0.0,buy
2014-10-21,HON,0.0,buy
2014-10-21,HPQ,0.0,buy
2014-10-21,KMI,0.0,buy
2014-10-21,LH,0.0,buy
2014-10-21,MPC,0.0,buy
2014-10-21,MAR,0.0,buy
2014-10-21,MMC,0.0,buy
2014-10-21,MLM,0.0,buy
2014-10-21,MA,0.0,buy
2014-10-21,MDT,0.0,buy
2014-10-21,MTD,0.0,buy
2014-10-21,NLOK,0.0,buy
2014-10-21,NUE,0.0,buy
2014-10-21,NVDA,0.0,buy
2014-10-21,ODFL,0.0,buy
2014-10-21,OKE,0.0,buy
2014-10-21,QCOM,0.0,buy
2014-10-21,DGX,0.0,buy
2014-10-21,RJF,0.0,buy
2014-10-21,RSG,0.0,buy
2014-10-21,RHI,0.0,buy
2014-10-21,RCL,0.0,buy
2014-10-21,SBAC,0.0,buy
2014-10-21,STX,0.0,buy
2014-10-21,SEE,0.0,buy
2014-10-21,SWKS,0.0,buy
2014-10-21,LUV,0.0,buy
2014-10-21,SYY,0.0,buy
2014-10-21,TXN,0.0,buy
2014-10-21,COO,0.0,buy
2014-10-21,UAA,0.0,buy
2014-10-21,UNP,0.0,buy
2014-10-21,UHS,0.0,buy
2014-10-21,VRSN,0.0,buy
2014-10-21,WAB,0.0,buy
2014-10-21,AMT,78.0,sell
2014-10-21,EFX,95.0,sell
2014-10-21,IP,0.0,sell
2014-10-21,LEG,0.0,sell
2014-10-21,ROP,0.0,sell
2014-10-21,SBUX,0.0,sell
2014-10-21,UPS,0.0,sell
2014-10-21,WMB,0.0,sell
2014-10-22,ANTM,60.0,buy
2014-10-22,AVGO,97.0,buy
2014-10-22,CCL,6.0,buy
2014-10-22,CERN,0.0,buy
2014-10-22,ECL,0.0,buy
2014-10-22,FFIV,0.0,buy
2014-10-22,FISV,0.0,buy
2014-10-22,GILD,0.0,buy
2014-10-22,MAS,1.0,buy
2014-10-22,MCK,0.0,buy
2014-10-22,MU,0.0,buy
2014-10-22,MCO,0.0,buy
2014-10-22,MSCI,0.0,buy
2014-10-22,NWL,0.0,buy
2014-10-22,NCLH,0.0,buy
2014-10-22,NXPI,0.0,buy
2014-10-22,PFG,0.0,buy
2014-10-22,SPGI,0.0,buy
2014-10-22,SYK,0.0,buy
2014-10-22,HIG,0.0,buy
2014-10-22,DIS,0.0,buy
2014-10-22,VFC,0.0,buy
2014-10-22,MMM,56.0,sell
2014-10-22,ABT,173.0,sell
2014-10-22,AIG,147.0,sell
2014-10-22,APH,277.0,sell
2014-10-22,AAPL,0.0,sell
2014-10-22,AMAT,1.0,sell
2014-10-22,AJG,0.0,sell
2014-10-22,AIZ,0.0,sell
2014-10-22,BBY,0.0,sell
2014-10-22,BA,0.0,sell
2014-10-22,BR,0.0,sell
2014-10-22,CDW,0.0,sell
2014-10-22,CINF,0.0,sell
2014-10-22,CL,0.0,sell
2014-10-22,DG,0.0,sell
2014-10-22,DXC,0.0,sell
2014-10-22,EL,0.0,sell
2014-10-22,RE,0.0,sell
2014-10-22,GD,0.0,sell
2014-10-22,GE,0.0,sell
2014-10-22,GL,0.0,sell
2014-10-22,HON,0.0,sell
2014-10-22,HPQ,0.0,sell
2014-10-22,KMI,0.0,sell
2014-10-22,MPC,0.0,sell
2014-10-22,MMC,0.0,sell
2014-10-22,MDT,0.0,sell
2014-10-22,NLOK,0.0,sell
2014-10-22,NUE,0.0,sell
2014-10-22,OKE,0.0,sell
2014-10-22,QCOM,0.0,sell
2014-10-22,DGX,0.0,sell
2014-10-22,RJF,0.0,sell
2014-10-22,RSG,0.0,sell
2014-10-22,RHI,0.0,sell
2014-10-22,STX,0.0,sell
2014-10-22,SEE,0.0,sell
2014-10-22,SYY,0.0,sell
2014-10-22,TXN,0.0,sell
2014-10-22,UNP,0.0,sell
2014-10-23,ABBV,145.0,buy
2014-10-23,AMP,66.0,buy
2014-10-23,ABC,93.0,buy
2014-10-23,CNP,329.0,buy
2014-10-23,C,0.0,buy
2014-10-23,CMCSA,0.0,buy
2014-10-23,LLY,0.0,buy
2014-10-23,HII,0.0,buy
2014-10-23,INTC,0.0,buy
2014-10-23,INTU,0.0,buy
2014-10-23,IVZ,0.0,buy
2014-10-23,JNJ,0.0,buy
2014-10-23,LUMN,0.0,buy
2014-10-23,MPWR,0.0,buy
2014-10-23,MS,0.0,buy
2014-10-23,NDAQ,0.0,buy
2014-10-23,NTAP,0.0,buy
2014-10-23,NSC,0.0,buy
2014-10-23,NOC,0.0,buy
2014-10-23,TMO,0.0,buy
2014-10-23,TDG,0.0,buy
2014-10-23,WFC,0.0,buy
2014-10-23,WDC,0.0,buy
2014-10-23,ORLY,0.0,sell
2014-10-23,SYK,0.0,sell
2014-10-23,TYL,72.0,sell
2014-10-24,ADSK,118.0,buy
2014-10-24,BK,34.0,buy
2014-10-24,CSCO,0.0,buy
2014-10-24,EXPE,0.0,buy
2014-10-24,HBAN,0.0,buy
2014-10-24,KLAC,0.0,buy
2014-10-24,MRK,0.0,buy
2014-10-24,MSFT,0.0,buy
2014-10-24,TAP,0.0,buy
2014-10-24,RMD,0.0,buy
2014-10-24,STT,0.0,buy
2014-10-24,TGT,0.0,buy
2014-10-24,TSLA,0.0,buy
2014-10-24,AMP,66.0,sell
2014-10-24,ABC,93.0,sell
2014-10-24,CNP,329.0,sell
2014-10-24,C,0.0,sell
2014-10-24,CMCSA,0.0,sell
2014-10-24,DVA,0.0,sell
2014-10-24,GPN,0.0,sell
2014-10-24,HII,0.0,sell
2014-10-24,INTC,0.0,sell
2014-10-24,INTU,0.0,sell
2014-10-24,IVZ,0.0,sell
2014-10-24,JNJ,0.0,sell
2014-10-24,MS,0.0,sell
2014-10-24,NDAQ,0.0,sell
2014-10-24,NTAP,0.0,sell
2014-10-24,NSC,0.0,sell
2014-10-24,NOC,0.0,sell
2014-10-24,SHW,0.0,sell
2014-10-24,TDG,0.0,sell
2014-10-24,WFC,0.0,sell
2014-10-24,WDC,0.0,sell
2014-10-27,GS,39.0,buy
2014-10-27,VZ,179.0,buy
2014-10-27,BK,34.0,sell
2014-10-27,CSCO,0.0,sell
2014-10-27,HBAN,0.0,sell
2014-10-27,KLAC,0.0,sell
2014-10-27,MRK,0.0,sell
2014-10-27,MSFT,0.0,sell
2014-10-27,TAP,0.0,sell
2014-10-27,STT,0.0,sell
2014-10-27,TSLA,0.0,sell
2014-10-28,ADM,175.0,buy
2014-10-28,BRO,46.0,buy
2014-10-28,NTRS,0.0,buy
2014-10-28,TSLA,0.0,buy
2014-10-28,CNC,0.0,sell
2014-10-28,FDX,0.0,sell
2014-10-28,GS,39.0,sell
2014-10-28,MSCI,0.0,sell
2014-10-28,TDY,0.0,sell
2014-10-28,VZ,179.0,sell
2014-10-29,T,283.0,buy
2014-10-29,CMG,10.0,buy
2014-10-29,DFS,2.0,buy
2014-10-29,WMT,0.0,buy
2014-10-29,ADM,175.0,sell
2014-10-29,BRO,46.0,sell
2014-10-29,NTRS,0.0,sell
2014-10-30,CF,156.0,buy
2014-10-30,T,283.0,sell
2014-10-30,CVS,100.0,sell
2014-10-30,MA,0.0,sell
2014-10-30,SPGI,0.0,sell
2014-10-30,V,0.0,sell
2014-10-30,WMT,0.0,sell
2014-10-30,WELL,145.0,sell
2014-10-31,ANET,321.0,buy
2014-10-31,BLK,0.0,sell
2014-10-31,CF,156.0,sell
2014-10-31,CI,72.0,sell
2014-10-31,EXR,153.0,sell
2014-10-31,HUM,1.0,sell
2014-10-31,LYV,0.0,sell
2014-11-03,AEE,0.0,sell
2014-11-03,KMB,76.0,sell
2014-11-03,PSA,50.0,sell
2014-11-04,DAL,198.0,sell
2014-11-04,REG,0.0,sell
2014-11-05,AMCR,871.0,buy
2014-11-05,KO,198.0,buy
2014-11-05,LNT,289.0,sell
2014-11-05,NXPI,0.0,sell
2014-11-05,PAYC,388.0,sell
2014-11-05,UHS,0.0,sell
2014-11-06,AMCR,871.0,sell
2014-11-06,KO,198.0,sell
2014-11-06,HSIC,0.0,sell
2014-11-06,TMO,0.0,sell
2014-11-07,DXCM,0.0,sell
2014-11-07,FTNT,0.0,sell
2014-11-07,LH,0.0,sell
2014-11-07,WAB,0.0,sell
2014-11-10,CDNS,1.0,sell
2014-11-10,JPM,0.0,sell
2014-11-11,BKNG,5.0,buy
2014-11-11,CF,158.0,buy
2014-11-11,CMS,269.0,sell
2014-11-11,EQIX,21.0,sell
2014-11-12,CBRE,220.0,sell
2014-11-12,CF,158.0,sell
2014-11-12,HCA,0.0,sell
2014-11-12,INCY,0.0,sell
2014-11-14,FFIV,0.0,sell
2014-11-17,GILD,0.0,sell
2014-11-18,UHS,67.0,buy
2014-11-18,AVGO,97.0,sell
2014-11-18,TTWO,0.0,sell
2014-11-19,DLTR,0.0,sell
2014-11-19,TGT,0.0,sell
2014-11-20,CCI,109.0,buy
2014-11-20,HCA,104.0,buy
2014-11-20,NVDA,0.0,sell
2014-11-21,EL,101.0,buy
2014-11-21,CCI,109.0,sell
2014-11-21,SNPS,0.0,sell
2014-11-24,PRU,105.0,buy
2014-11-24,AON,80.0,sell
2014-11-24,EL,101.0,sell
2014-11-24,MU,0.0,sell
2014-11-24,HIG,0.0,sell
2014-11-25,CCL,6.0,sell
2014-11-25,PRU,105.0,sell
